"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"eN4cqa-WtCybf-@4b%4I"
"angele.edgecumbe@edu.tbz.ch"|"ID8TFw-S44uy8-KBa$OD"
"zhi.andreasson@edu.tbz.ch"|"4mXVgR-&ckB7H-MOcOvt"
"judicael.koppeck@edu.tbz.ch"|"XWsXis-SHRQWd-oEt@Vo"
"berengere.capron@edu.tbz.ch"|"O60gsV-F5EQj7-n2Neih"
"leonie.brosini@edu.tbz.ch"|"THpIki-&l9Dh$-LBFyPE"
"venus.garfit@edu.tbz.ch"|"qi1c@K-DsjE$z-nd#w&d"
"melina.janota@edu.tbz.ch"|"iMAGiI-Jd53qT-3v0bKQ"
"laurene.bake@edu.tbz.ch"|"TFP&gg-CyroHw-A&k@EA"
"regine.dorkins@edu.tbz.ch"|"NKQWoJ-LLfpYJ-nT2Xqy"
"cecile.moffet@edu.tbz.ch"|"Ct9zA9-CmDRp8-Ohmzmc"
"maelann.labrone@edu.tbz.ch"|"%82JGw-fjolPM-89qAos"
"melinda.newbold@edu.tbz.ch"|"PmO0AB-YCjQQq-A4#aRM"
"mans.itzhak@edu.tbz.ch"|"xmggnN-lqUFbX-ltE1Z@"
"melodie.pattlel@edu.tbz.ch"|"bCXnMs-ydKm0b-08PTLw"
"celine.bonett@edu.tbz.ch"|"f8FuHO-F%F2ZR-o&Qm@R"
"adelie.mcgreal@edu.tbz.ch"|"8vsM$w-D6tygu-&p8aD&"
"helene.soldan@edu.tbz.ch"|"YFjGSq-#&@rGA-$rWlMi"
"michele.cluer@edu.tbz.ch"|"hBKMeJ-4$MAK6-GCxwF9"
"maeline.mueller@edu.tbz.ch"|"sBa4T6-123mku-Z@n5IX"
"maelann.benedito@edu.tbz.ch"|"8MXa3i-Ieq@3i-s9HmAc"
"nuo.gransden@edu.tbz.ch"|"YxOGnY-VsN@IC-thrmbr"
"berengere.stainton@edu.tbz.ch"|"fIzPdf-w5t4JL-KquFJo"
"wa.sabater@edu.tbz.ch"|"4WgaL5-bD80HQ-3SEA#8"
"anais.cochran@edu.tbz.ch"|"SE80OA-OF7jhe-Bk7OHZ"
"gerald.bessant@edu.tbz.ch"|"LdRHq4-P3QkIb-tkeV#T"
"ruo.coffin@edu.tbz.ch"|"B$vkIw-lMBQmR-INTR75"
"melodie.mustill@edu.tbz.ch"|"bEblaa-MnAdOs-%qsblL"
"ruo.stanesby@edu.tbz.ch"|"Cd3vLm-je204I-DHMCJB"
"noemie.antognelli@edu.tbz.ch"|"6Pik$S-i2n2w#-#2DcBI"
"maelann.hughson@edu.tbz.ch"|"Dlp79W-Pweuz#-UDzc&S"
"milena.mieville@edu.tbz.ch"|"frVESu-QrvN$p-ZZfBOp"
"mailys.chamberlin@edu.tbz.ch"|"bCTiXW-hyrbKk-Ht$l9g"
"nadege.tomalin@edu.tbz.ch"|"DdOxgh-GsvO7i-$ngN@1"
"oceane.omara@edu.tbz.ch"|"UUJDAw-GNzzOI-9wCYul"
"cecile.aguirrezabala@edu.tbz.ch"|"nj1OU0-lR@xw5-D8aMF2"
"maella.gwillim@edu.tbz.ch"|"ST@hJg-#s9#h5-K0Flyk"
"lea.mcgahey@edu.tbz.ch"|"c6#0yG-Gs8UBd-d7o@k7"
"laurene.hagerty@edu.tbz.ch"|"S6lO0y-i4iDxg-wr0i6d"
"dorothee.link@edu.tbz.ch"|"gGeLcW-eZh4pG-6WoDxv"
"clementine.kynsey@edu.tbz.ch"|"ZCBdIt-2mMDIL-aT4myh"
"lorene.smitherman@edu.tbz.ch"|"3zz6ay-Ak0MAf-O#Uv6V"
"cleopatre.klulicek@edu.tbz.ch"|"#4ZX86-hQrz9W-8Ed5Sy"
"laurene.castaneda@edu.tbz.ch"|"8QP%ax-czPcoH-67hOFP"
"melia.constant@edu.tbz.ch"|"ZbBeY&-ESFFpd-WmJKk5"
"lucrece.clunie@edu.tbz.ch"|"UDreNS-llaFb4-wGITph"
"eleonore.mcmurthy@edu.tbz.ch"|"YfHgdU-09@vIg-o8K6Q7"
"melia.bevar@edu.tbz.ch"|"bIkVDB-HVSM4b-YCtt3b"
"camelia.bontine@edu.tbz.ch"|"Ur7Co@-Od6%rV-inetHJ"
"methode.jozefczak@edu.tbz.ch"|"O2ZN0j-Q9fagP-UiWboz"
"audreanne.hinsche@edu.tbz.ch"|"u2&p@N-e&IeYj-JeLZyp"
"andree.varne@edu.tbz.ch"|"UBPNT$-V9rpAY-jaR1gk"
"marten.kinleyside@edu.tbz.ch"|"n$SJsF-NQ49zj-$ZVeD7"
"esteve.mcewan@edu.tbz.ch"|"uHPhGu-6vHXYK-nFxRl&"
"leane.dibbert@edu.tbz.ch"|"XKX%yB-5fQ0We-NQFPCh"
"ma.thewlis@edu.tbz.ch"|"86stL9-a1uBhX-6qkhTC"
"clea.djurkovic@edu.tbz.ch"|"2RXYdf-YLh8Uv-Tacz8A"
"rachele.reburn@edu.tbz.ch"|"25vK8P-bGtG6K-fiRM0r"
