"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"06UQGq-V8SlhW-hIxDPm"
"angele.edgecumbe@edu.tbz.ch"|"icbn7I-7U&$wd-eZDKf$"
"zhi.andreasson@edu.tbz.ch"|"mnUD#M-Qfrtex-uwETtM"
"judicael.koppeck@edu.tbz.ch"|"3#09gS-1xrrKX-Hrx@aU"
"berengere.capron@edu.tbz.ch"|"F6e&ac-NiOkY0-IWb$sE"
"leonie.brosini@edu.tbz.ch"|"qdDTp5-h8Sp7y-IXsGBs"
"venus.garfit@edu.tbz.ch"|"t4bi0r-IhiwgM-OVmRok"
"melina.janota@edu.tbz.ch"|"fadJ8h-EWv#AZ-D4ce@z"
"laurene.bake@edu.tbz.ch"|"sV85v2-dRBdNS-wM24XJ"
"regine.dorkins@edu.tbz.ch"|"5Nj5zJ-$L2#Pk-SQvtWS"
"cecile.moffet@edu.tbz.ch"|"p2WD6o-yngLiB-Qi6nSg"
"maelann.labrone@edu.tbz.ch"|"Dwpdhh-F@2Z5m-@gKKOI"
"melinda.newbold@edu.tbz.ch"|"4%Ses9-wyHwIo-Gz6BWP"
"mans.itzhak@edu.tbz.ch"|"xmJOlR-@Ghgs0-N2A4wb"
"melodie.pattlel@edu.tbz.ch"|"rOfxjC-rPgRnA-ybLCPM"
"celine.bonett@edu.tbz.ch"|"TuGg6l-DD&tm#-eTbu3f"
"adelie.mcgreal@edu.tbz.ch"|"uZWQF&-FNvl25-aIEXe$"
"helene.soldan@edu.tbz.ch"|"bUsvpZ-2YVBD3-aa@AhA"
"michele.cluer@edu.tbz.ch"|"FOngL$-kDrTh4-eNZgGE"
"maeline.mueller@edu.tbz.ch"|"8E6R#w-cmH%xk-x0Zt0m"
"maelann.benedito@edu.tbz.ch"|"&gEtCQ-l5CztB-yM9tl8"
"nuo.gransden@edu.tbz.ch"|"T0aMX4-1f6gq4-Cdm1rI"
"berengere.stainton@edu.tbz.ch"|"oHRXbS-12$bu#-W0Zo2M"
"wa.sabater@edu.tbz.ch"|"eXoopa-cGRtVo-VvKeQt"
"anais.cochran@edu.tbz.ch"|"Sp7uCM-Tn$6gC-r3Q5Cl"
"gerald.bessant@edu.tbz.ch"|"ns3f4@-xOBjzC-9P9E6K"
"ruo.coffin@edu.tbz.ch"|"XhtgYH-JKSlWi-yUrvGZ"
"melodie.mustill@edu.tbz.ch"|"LU$@PZ-UeYIhP-TaEnMP"
"ruo.stanesby@edu.tbz.ch"|"3Ee8hH-$eRD&L-d5P1P%"
"noemie.antognelli@edu.tbz.ch"|"k#nGsp-s3Z&8p-Y3EZ8G"
"maelann.hughson@edu.tbz.ch"|"RbZm24-#UrWjs-iLkG%p"
"milena.mieville@edu.tbz.ch"|"zKNF9r-@j5VcR-HfIMcj"
"mailys.chamberlin@edu.tbz.ch"|"3j53E6-$UrD2E-6vFrbS"
"nadege.tomalin@edu.tbz.ch"|"3a2jFi-nWEpzD-t%h8IT"
"oceane.omara@edu.tbz.ch"|"S4e96T-vl%RbS-%oo1Ee"
"cecile.aguirrezabala@edu.tbz.ch"|"gBL6Dw-HB&68m-nW4TQV"
"maella.gwillim@edu.tbz.ch"|"7qbQqP-DPMTdc-GctUDQ"
"lea.mcgahey@edu.tbz.ch"|"2#suVT-oP9Zhw-131x&T"
"laurene.hagerty@edu.tbz.ch"|"Iy%lH0-5mDnfp-@KgghB"
"dorothee.link@edu.tbz.ch"|"pvwnse-ri1c3x-ECeg5m"
"clementine.kynsey@edu.tbz.ch"|"94Pf0@-BsZBQS-VIjDeD"
"lorene.smitherman@edu.tbz.ch"|"OJkmur-hZGoBO-8@DtpJ"
"cleopatre.klulicek@edu.tbz.ch"|"rT0oSE-cO4eKL-locvYg"
"laurene.castaneda@edu.tbz.ch"|"6f&%kx-WGz0nP-ZCq9AC"
"melia.constant@edu.tbz.ch"|"h5kd&T-p5bW#g-fc4Um4"
"lucrece.clunie@edu.tbz.ch"|"7V5rc&-ES2zPO-0&Memr"
"eleonore.mcmurthy@edu.tbz.ch"|"ASl&k&-c95KDe-suEsCS"
"melia.bevar@edu.tbz.ch"|"yr@CPj-uA2bxD-d#Wblx"
"camelia.bontine@edu.tbz.ch"|"uGm8&z-qQ2l3a-x6nszG"
"methode.jozefczak@edu.tbz.ch"|"QedTWI-L%Z2Vj-G@US#u"
"audreanne.hinsche@edu.tbz.ch"|"zIvZ3U-8Y$oCl-OQHGDX"
"andree.varne@edu.tbz.ch"|"q$Cfbg-hVtVCo-RFp5qL"
"marten.kinleyside@edu.tbz.ch"|"xKX8fb-NeViNl-Bz%@@d"
"esteve.mcewan@edu.tbz.ch"|"NYEVVk-XcIHFh-HEvQqo"
"leane.dibbert@edu.tbz.ch"|"b&4HVl-V$ZpGo-0sWzTg"
"ma.thewlis@edu.tbz.ch"|"V0YfF&-E$EDki-1JPbhb"
"clea.djurkovic@edu.tbz.ch"|"jpj$wh-XNwlZf-Q$hjA2"
"rachele.reburn@edu.tbz.ch"|"7OD6Qw-0b0s6$-QvLcej"
"gerald.gowling@edu.tbz.ch"|"HcFq9c-jfNpwF-gtzJnr"
