"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"lIwdOS-mlb6d8-Aid2B$"
"angele.edgecumbe@edu.tbz.ch"|"0adva8-pGXDG0-a4bWsG"
"zhi.andreasson@edu.tbz.ch"|"H@pZWw-F2tf7k-gRPOxi"
"judicael.koppeck@edu.tbz.ch"|"C&7WDZ-9tUeYV-k4Yjh%"
"berengere.capron@edu.tbz.ch"|"J$&IF3-%$jiyO-wYD&5x"
"leonie.brosini@edu.tbz.ch"|"U%xS9F-B1zXoc-LGnKpG"
"venus.garfit@edu.tbz.ch"|"22h7hb-qeASMu-xWUO@3"
"melina.janota@edu.tbz.ch"|"eYRJeI-h8@0R&-L#7@$O"
"laurene.bake@edu.tbz.ch"|"sRtKri-0u6OtS-iV#ABA"
"regine.dorkins@edu.tbz.ch"|"FXNwA0-8Q71et-7MIqnm"
"cecile.moffet@edu.tbz.ch"|"5&Aq&l-I0%mbE-UEDO1P"
"maelann.labrone@edu.tbz.ch"|"90QdBi-JchInz-PdPdsf"
"melinda.newbold@edu.tbz.ch"|"hQRArL-6ZDONT-vBGFpD"
"mans.itzhak@edu.tbz.ch"|"Zge&0K-z$DSDg-7ID@TO"
"melodie.pattlel@edu.tbz.ch"|"wZfy3S-#xs%Uf-Ewr207"
"celine.bonett@edu.tbz.ch"|"ZxO9w9-xSfOlx-eRs#yU"
"adelie.mcgreal@edu.tbz.ch"|"qxvx09-DyZA8u-%01Tc$"
"helene.soldan@edu.tbz.ch"|"jWXTH#-$dMNxx-s3IGE$"
"michele.cluer@edu.tbz.ch"|"e&3kpg-jq9NK%-W8yXb9"
"maeline.mueller@edu.tbz.ch"|"PmNWQ1-gAb50F-K6a4yL"
"maelann.benedito@edu.tbz.ch"|"ni$s%F-wEtfMR-PfB28v"
"nuo.gransden@edu.tbz.ch"|"bMP7sY-nrUnEt-fwfGo1"
"berengere.stainton@edu.tbz.ch"|"eI@hY@-R5DxGj-9D1s%u"
"wa.sabater@edu.tbz.ch"|"pBkm1e-syMj%Q-gqcF6y"
"anais.cochran@edu.tbz.ch"|"6d6o4l-15a@h5-uSrdxL"
"gerald.bessant@edu.tbz.ch"|"KB61E%-%WiDY@-8ZJD9D"
"ruo.coffin@edu.tbz.ch"|"otQQ78-m%SZx$-b&HIO6"
"melodie.mustill@edu.tbz.ch"|"Sev4GF-PA0smF-0TOSJf"
