"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"kmYv3o-95Fr3@-RhiGp4"
"angele.edgecumbe@edu.tbz.ch"|"8XF6r@-MHWmnW-ImdmDH"
"zhi.andreasson@edu.tbz.ch"|"6cYiwk-xfDtDG-nhwlpO"
"judicael.koppeck@edu.tbz.ch"|"YQRCkB-OYYgEn-jnGR8M"
"berengere.capron@edu.tbz.ch"|"&BU1Mb-#uIwIN-1wMWw4"
"leonie.brosini@edu.tbz.ch"|"W9HUTu-xYc9XR-JKVJGE"
"venus.garfit@edu.tbz.ch"|"q5kaDy-M5cbrx-aDxNo9"
"melina.janota@edu.tbz.ch"|"WSpaxY-QsDS@5-oLqopt"
"laurene.bake@edu.tbz.ch"|"T4jB3Y-dxUZX7-&w5cu1"
"regine.dorkins@edu.tbz.ch"|"X5oq9q-XpH5aL-NF#1EL"
"cecile.moffet@edu.tbz.ch"|"@gQ7Ik-StceSA-2cVvQ8"
"maelann.labrone@edu.tbz.ch"|"lIqFEQ-FIy6e7-C2Ctkd"
"melinda.newbold@edu.tbz.ch"|"fi67Qd-s3O8vp-oX4s%2"
"mans.itzhak@edu.tbz.ch"|"U$tBsS-89dsFf-I0Hc#I"
"melodie.pattlel@edu.tbz.ch"|"ltIAi4-fgS74e-UnMUVv"
"celine.bonett@edu.tbz.ch"|"TbZgFL-UviF3O-PjydKX"
"adelie.mcgreal@edu.tbz.ch"|"GtZfzO-pMeilH-m42V&3"
"helene.soldan@edu.tbz.ch"|"%xo4$$-rrOS3I-M&Jyoy"
"michele.cluer@edu.tbz.ch"|"Bnaa7V-xKAZPY-0QP5Ew"
"maeline.mueller@edu.tbz.ch"|"M0i7z2-6ZarKB-NLFNB1"
"maelann.benedito@edu.tbz.ch"|"q79FYR-SOiU28-n1WuG$"
"nuo.gransden@edu.tbz.ch"|"%CT7iU-oOqRm#-k&q%aJ"
"berengere.stainton@edu.tbz.ch"|"@lzmhd-XGNx25-MlZhqS"
"wa.sabater@edu.tbz.ch"|"dYEmsT-@snEhs-ow2pBO"
"anais.cochran@edu.tbz.ch"|"Cqtagx-om@$Ie-DOqc@&"
"gerald.bessant@edu.tbz.ch"|"VeZ05&-odjmdH-Vyrpws"
"ruo.coffin@edu.tbz.ch"|"$8lqL3-07P9rX-HU6RFc"
"melodie.mustill@edu.tbz.ch"|"OWQH%p-qHsODz-QWY5Dm"
"ruo.stanesby@edu.tbz.ch"|"QlMoAI-$bYS3h-2s9YlG"
"noemie.antognelli@edu.tbz.ch"|"r&XKO%-TuvkuE-1FkAML"
"maelann.hughson@edu.tbz.ch"|"Yv5g$&-x&KOfq-X$F48Z"
"milena.mieville@edu.tbz.ch"|"OKue9Z-2F$W92-dug2Hh"
"mailys.chamberlin@edu.tbz.ch"|"Jfkk6Q-EP18pp-36h8y1"
"nadege.tomalin@edu.tbz.ch"|"6iMCdu-A$QST#-Jpts87"
"oceane.omara@edu.tbz.ch"|"hlm0fU-54cr79-f8OLQs"
"cecile.aguirrezabala@edu.tbz.ch"|"ie5$Ij-oLefM0-UHRqlI"
"maella.gwillim@edu.tbz.ch"|"QPMnU%-Z4Hzov-5xV$cR"
"lea.mcgahey@edu.tbz.ch"|"6WrzgI-iYtR%%-pAV6@X"
"laurene.hagerty@edu.tbz.ch"|"0QB&ms-sI%GmM-w%3%kz"
