"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"2Ymm59-Lc15RT-oVT3sZ"
"angele.edgecumbe@edu.tbz.ch"|"QjH04n-sCD%VT-4G3o$m"
"zhi.andreasson@edu.tbz.ch"|"#xTFG6-Ha5qNW-06YRle"
"judicael.koppeck@edu.tbz.ch"|"9hnEG5-N%DDMH-&EIEfi"
"berengere.capron@edu.tbz.ch"|"brg&1Z-DH0IsE-2%DBL6"
"leonie.brosini@edu.tbz.ch"|"4Jp5Xj-7LtE7d-NLswA$"
"venus.garfit@edu.tbz.ch"|"manu$E-Dj0na9-7phOmh"
"melina.janota@edu.tbz.ch"|"Od0swq-jxNNDR-S@UIWR"
"laurene.bake@edu.tbz.ch"|"8%%6uk-pz777j-&W@Uzm"
"regine.dorkins@edu.tbz.ch"|"tJfeFd-EGD8%W-8I$tH#"
"cecile.moffet@edu.tbz.ch"|"Hbl0$9-oKJTGf-AzMhfw"
"maelann.labrone@edu.tbz.ch"|"czf95a-1s8lyz-pgQPy6"
"melinda.newbold@edu.tbz.ch"|"Nmo1xw-nji09Q-kCzmHh"
"mans.itzhak@edu.tbz.ch"|"kcTup0-gDyIb1-zj2PNl"
"melodie.pattlel@edu.tbz.ch"|"FJ$wOY-#qyn7z-tGWMOs"
"celine.bonett@edu.tbz.ch"|"5FcaRg-zccmFZ-0nm61o"
"adelie.mcgreal@edu.tbz.ch"|"6vTa9z-6yVp#9-yxxaeW"
"helene.soldan@edu.tbz.ch"|"JsOWZh-sKwdkJ-uToio7"
"michele.cluer@edu.tbz.ch"|"GrqmsR-dRClQD-pIj1gz"
"maeline.mueller@edu.tbz.ch"|"$PoQOo-ij96$6-gnalgJ"
"maelann.benedito@edu.tbz.ch"|"FyMy%M-Xehe45-kLps1G"
"nuo.gransden@edu.tbz.ch"|"C4cwPq-ok%WRz-lc#Szo"
"berengere.stainton@edu.tbz.ch"|"iqCEyc-&vTnJ8-Po3Dd#"
"wa.sabater@edu.tbz.ch"|"8CZpAs-APjrn3-jL3#Ru"
"anais.cochran@edu.tbz.ch"|"Zy@UKI-TLjg@%-D$cO$z"
"gerald.bessant@edu.tbz.ch"|"mb1Vuw-P%ryqJ-@EqdWR"
"ruo.coffin@edu.tbz.ch"|"12fgM&-PyB2qx-@Q5GAe"
"melodie.mustill@edu.tbz.ch"|"H0E4ia-DHHA9Z-wFxkpl"
"ruo.stanesby@edu.tbz.ch"|"N%jHS%-@&FTeD-@z$CAL"
"noemie.antognelli@edu.tbz.ch"|"M4q&&%-p4#0oB-ttG#xq"
"maelann.hughson@edu.tbz.ch"|"sm9fc#-BKW5e$-4df7M2"
"milena.mieville@edu.tbz.ch"|"UT9gPJ-l%ordX-zeMQr6"
"mailys.chamberlin@edu.tbz.ch"|"7zY%z$-oluaLX-7ooTQX"
"nadege.tomalin@edu.tbz.ch"|"zTZ&VQ-uV3E4C-Wai6dJ"
"oceane.omara@edu.tbz.ch"|"TCar3T-gfCMEX-EWSi4x"
"cecile.aguirrezabala@edu.tbz.ch"|"lmVr3R-N5AMul-vL&4Jb"
"maella.gwillim@edu.tbz.ch"|"Q83k&T-Vl2$nz-J2fgrq"
"lea.mcgahey@edu.tbz.ch"|"nzVoAC-AW3BGi-sRvZto"
"laurene.hagerty@edu.tbz.ch"|"ozP7KC-HspHIn-2TDje%"
"dorothee.link@edu.tbz.ch"|"G#NGeH-aN3xNY-qthWZN"
"clementine.kynsey@edu.tbz.ch"|"umo2IZ-XlfQMF-##wIwn"
"lorene.smitherman@edu.tbz.ch"|"%hS4M4-FET&bg-M2PMlp"
