"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"BQr7E6-Ygqem3-PaF4B2"
"angele.edgecumbe@edu.tbz.ch"|"1uxXvz-rA93rF-l7yuiS"
"zhi.andreasson@edu.tbz.ch"|"ve9$DW-8S0q34-Ba6sai"
"judicael.koppeck@edu.tbz.ch"|"ZBH0OF-eeV8Y2-frTW$t"
"berengere.capron@edu.tbz.ch"|"r0M#sW-@j9fNK-Sr@p&3"
"leonie.brosini@edu.tbz.ch"|"y1Eui&-3Ks51o-MXEEMK"
"venus.garfit@edu.tbz.ch"|"32ONs%-hLTGSQ-2EXRUi"
"melina.janota@edu.tbz.ch"|"fNBOhD-NyuqDR-akokq%"
"laurene.bake@edu.tbz.ch"|"ZSacz2-Zf@PXF-tFa8Ul"
"regine.dorkins@edu.tbz.ch"|"l6twa9-Usmx5i-MJ9PRZ"
"cecile.moffet@edu.tbz.ch"|"@SryA#-Nh7VuA-It2A5I"
"maelann.labrone@edu.tbz.ch"|"eoPb9d-2XaQt$-6lbHE#"
"melinda.newbold@edu.tbz.ch"|"qRyhc0-B46we%-y$EHAW"
"mans.itzhak@edu.tbz.ch"|"8YRE2r-gu@fOU-0KbQ0x"
"melodie.pattlel@edu.tbz.ch"|"bwf3HD-tfMnJI-FwuanO"
"celine.bonett@edu.tbz.ch"|"NT8%os-J55F58-mzeF&S"
"adelie.mcgreal@edu.tbz.ch"|"KRudcc-Hu44wR-FbLe5V"
"helene.soldan@edu.tbz.ch"|"%Z8x45-N1huq3-IA2k57"
"michele.cluer@edu.tbz.ch"|"@%58X@-rIfxlZ-2supY9"
"maeline.mueller@edu.tbz.ch"|"s7xrcb-uRHAdD-uUijND"
"maelann.benedito@edu.tbz.ch"|"Wk1PGP-ti1Vby-ZckrkO"
"nuo.gransden@edu.tbz.ch"|"JU%fB9-t6cv8g-yMZq8z"
"berengere.stainton@edu.tbz.ch"|"XxFfSn-Q2Gi7I-MpZGoE"
"wa.sabater@edu.tbz.ch"|"Utrk4J-b$sAmg-KsiT%2"
"anais.cochran@edu.tbz.ch"|"hUw7Vh-XqaSYC-BEMvn$"
"gerald.bessant@edu.tbz.ch"|"C0dMRr-5T4OuE-RBNKzd"
"ruo.coffin@edu.tbz.ch"|"alEqPk-japa5C-eOdaTy"
"melodie.mustill@edu.tbz.ch"|"2R4Y&p-HAJROF-ij0XKm"
"ruo.stanesby@edu.tbz.ch"|"0@OMNc-Uh$5yr-1WHAkR"
"noemie.antognelli@edu.tbz.ch"|"6G6JEb-0p#zzP-UVMXsA"
"maelann.hughson@edu.tbz.ch"|"H4bHv@-pTgNFO-HdWPsK"
"milena.mieville@edu.tbz.ch"|"hfw7bl-U@Kb7M-r9c19v"
"mailys.chamberlin@edu.tbz.ch"|"i900@6-0mFcv@-reMKAj"
"nadege.tomalin@edu.tbz.ch"|"l4&47h-&QZ4k@-FOOk@o"
"oceane.omara@edu.tbz.ch"|"uZGLdh-HzJkez-FOrZ@j"
"cecile.aguirrezabala@edu.tbz.ch"|"$w9ZEe-EuXjHF-ah%e@G"
"maella.gwillim@edu.tbz.ch"|"$nXDSZ-3ktTPh-Je5t8J"
"lea.mcgahey@edu.tbz.ch"|"pQbYNY-dsilRQ-StXZvh"
"laurene.hagerty@edu.tbz.ch"|"70apJn-q$TmK4-02$Tgz"
"dorothee.link@edu.tbz.ch"|"jUwe2$-1@5DyB-Cnwzhg"
"clementine.kynsey@edu.tbz.ch"|"0fqIjl-y5F7MF-FuCmGf"
"lorene.smitherman@edu.tbz.ch"|"m#Zq7h-NLnIIx-K3vUWn"
"cleopatre.klulicek@edu.tbz.ch"|"q3ifLo-FC&Bio-eprdg@"
"laurene.castaneda@edu.tbz.ch"|"@sljiN-CB$Qk6-He$gwp"
"melia.constant@edu.tbz.ch"|"tfqIEW-Rvz53A-YAY9Sx"
"lucrece.clunie@edu.tbz.ch"|"zkVwkE-mZ@Ona-8xECSn"
"eleonore.mcmurthy@edu.tbz.ch"|"uJMtKa-wB6a1S-ZUlhiB"
"melia.bevar@edu.tbz.ch"|"YK70E2-KRxv#N-Rom9U2"
"camelia.bontine@edu.tbz.ch"|"mgWaKf-QZTbXz-P#OjFv"
"methode.jozefczak@edu.tbz.ch"|"KIojaq-425Wuf-LT2uyr"
"audreanne.hinsche@edu.tbz.ch"|"floDm6-09orjM-@AB3CT"
"andree.varne@edu.tbz.ch"|"TC7v38-brStqe-Zovo4k"
"marten.kinleyside@edu.tbz.ch"|"RnD3w2-mzN$&3-L%7QVJ"
"esteve.mcewan@edu.tbz.ch"|"PkYd&Z-btSI#8-0vccfm"
"leane.dibbert@edu.tbz.ch"|"R8F29Y-fKD%pX-$o15RQ"
"ma.thewlis@edu.tbz.ch"|"4qD1rY-7ya6AP-5AmaIQ"
"clea.djurkovic@edu.tbz.ch"|"@&6DH5-CO9TJB-mJI1&R"
"rachele.reburn@edu.tbz.ch"|"RSYrr%-QIh&mJ-wcoO9i"
"gerald.gowling@edu.tbz.ch"|"8Ql9VE-dzb5wV-TfPjjs"
"cleopatre.jackson@edu.tbz.ch"|"BoaTo9-J98RAM-c4TBpE"
"desiree.haskins@edu.tbz.ch"|"egvCyZ-A$9Vgt-cqBttR"
"eleonore.longson@edu.tbz.ch"|"w9VH5o-9cr88H-k0WFDq"
"leane.dybell@edu.tbz.ch"|"BS2yM9-XO%A4N-n74K9k"
"becassine.grzesiak@edu.tbz.ch"|"YVL@$K-DFAAcC-8tpt$x"
"marie-josee.pickin@edu.tbz.ch"|"e7gR&l-hl%r&b-a$V45E"
"marie-josee.roxby@edu.tbz.ch"|"P&ozyD-GcT&Zh-151asu"
"leonie.feenan@edu.tbz.ch"|"z2&XzD-02T8im-zHLbR7"
"valerie.ellum@edu.tbz.ch"|"z3ITUj-WVxQSx-YGNnGI"
"ju.caseri@edu.tbz.ch"|"en@pwE-ZAItx7-IgDjHB"
"boerje.strangman@edu.tbz.ch"|"SpxCIX-pVM#lx-cKlEk8"
"beatrice.ghidelli@edu.tbz.ch"|"d0vYac-7Vder7-F1FExX"
"da.jablonski@edu.tbz.ch"|"77BEha-6C9JWM-dB&Tq6"
"uo.beveridge@edu.tbz.ch"|"JmmeGN-KT8#CY-tZjHeo"
"valerie.bestman@edu.tbz.ch"|"pbsqN$-pGp1a#-vzfvRg"
"marlene.pohls@edu.tbz.ch"|"wKFAAZ-bcLHMA-Ccj$gJ"
"ma.nolda@edu.tbz.ch"|"KYXBQE-9zvJXn-$TZMmk"
"marlene.bisiker@edu.tbz.ch"|"dmOPCU-L%rbNE-LGYJQi"
"estee.babon@edu.tbz.ch"|"dS5CrZ-r7uHjx-GKJCoq"
"simplifies.dmisek@edu.tbz.ch"|"Uw4oL%-qg1BF9-HeNeL9"
"selene.ganing@edu.tbz.ch"|"tJQCca-v03Zod-rKviTy"
"meryl.penke@edu.tbz.ch"|"2V%xpz-K7LddA-eqsS8e"
"anais.rawcliff@edu.tbz.ch"|"C@@uKF-WP4o9c-0F1kZ9"
"melina.andri@edu.tbz.ch"|"hiXiDK-S3c6og-%C@805"
"audreanne.fodden@edu.tbz.ch"|"qAYJhp-MSWEQz-$am67M"
"bjoern.spellesy@edu.tbz.ch"|"cFJlq$-Bj8Oer-NshUmX"
"francoise.summerscales@edu.tbz.ch"|"ehq1tr-B9Ytpu-In&E7W"
"laurene.ashtonhurst@edu.tbz.ch"|"572@r&-OuI&2$-WweInk"
"valerie.petters@edu.tbz.ch"|"N2a8Vt-5QGJiD-KhJOGv"
"anael.spenclay@edu.tbz.ch"|"1yBFR%-ECFB%k-$dJ2kM"
"stephanie.keech@edu.tbz.ch"|"sssu8P-f%gG1X-T7j5Ml"
"ines.deveril@edu.tbz.ch"|"yguNjH-ZdiDzv-4&RCE4"
"berenice.gelder@edu.tbz.ch"|"ghixth-Sv4Xz9-T85KA@"
"melanie.ofogerty@edu.tbz.ch"|"AXeDH9-s$4hO4-eXHE6D"
"frederique.canepe@edu.tbz.ch"|"pA3Y@2-yEA4me-dCqP@j"
"nuo.otton@edu.tbz.ch"|"$ZWBuN-1l&HEZ-Ft2FR@"
"genevieve.trusler@edu.tbz.ch"|"LhrSiI-H%9yRM-0v72K0"
"ju.boag@edu.tbz.ch"|"e8xuwf-Xv$b80-RD&zsT"
"josephine.dilucia@edu.tbz.ch"|"eqel@0-HrWgI7-GvgCaS"
"laurene.armsden@edu.tbz.ch"|"6SEwl&-gDiol7-tOudxw"
"becassine.griffe@edu.tbz.ch"|"pem6H%-%&4Gw@-i6a@cF"
"alois.parres@edu.tbz.ch"|"qbnirw-MIjHXW-#wH8Ut"
"cleopatre.gaffey@edu.tbz.ch"|"CMl&Qj-gcWCf1-DbuEUR"
"andre.stiger@edu.tbz.ch"|"tzE%%5-U$q8Ib-yxZSpd"
"beatrice.godleman@edu.tbz.ch"|"te%QOD-P&WKXO-Vf7JJa"
"hakan.harrhy@edu.tbz.ch"|"Ez&jsM-r4buL%-v3O3zy"
"celestine.dagnan@edu.tbz.ch"|"tqkpz%-kE5U4Q-UHEYxL"
"clemence.haggart@edu.tbz.ch"|"HQDirC-i#26tX-@wj#Ci"
"long.caban@edu.tbz.ch"|"&lLjMx-fz%Mc2-8t&zL$"
"gaetane.grimble@edu.tbz.ch"|"C9Ltnu-9$iDVD-1D2S6E"
"maelann.piwall@edu.tbz.ch"|"PHskg8-4$9j$1-aW2gLw"
"magdalene.loble@edu.tbz.ch"|"QT#w@4-u8f3n@-P@W2uu"
"veronique.domaschke@edu.tbz.ch"|"VB4dIy-J7zEKs-9DZZi$"
"clea.herity@edu.tbz.ch"|"eEcI$$-nIT8E$-u%QCn%"
"maelann.bambrough@edu.tbz.ch"|"7fN7G4-EbsQit-9Yf&v@"
"clea.goulstone@edu.tbz.ch"|"bDSIbH-J8#tHQ-TAloSJ"
"renee.deleek@edu.tbz.ch"|"CeHe@J-wMQsHZ-QIysxt"
"boerje.rudderham@edu.tbz.ch"|"pv5r9A-Lh$bzt-@K4DoT"
"marylene.broune@edu.tbz.ch"|"MwBqXx-jrRJ6s-2Uruec"
"nadege.mccuish@edu.tbz.ch"|"tBeopp-esp1v6-&px5f1"
"anael.littleover@edu.tbz.ch"|"lieLTr-6sbvFb-aKdpeO"
"lie.baume@edu.tbz.ch"|"a408EH-zPoGVO-2GD9Wt"
"maella.murrow@edu.tbz.ch"|"oBQC6a-ii8fyW-qplDOF"
"cleopatre.pettifor@edu.tbz.ch"|"6cqAke-DCVVA@-ZIB@$l"
"geraldine.asker@edu.tbz.ch"|"lVYVgw-iqF8qB-v3J0bQ"
"gaetane.smedmore@edu.tbz.ch"|"pk66q#-r&WCHY-zN5ygk"
"meryl.blencoe@edu.tbz.ch"|"Lks1vA-v1PDZn-Z0FpHd"
"aurelie.chastaing@edu.tbz.ch"|"XGoo32-7%Tj$@-IY%l#W"
"oceanne.marthen@edu.tbz.ch"|"jYo&my-3xmt9r-Bi@rfX"
"dorothee.burrill@edu.tbz.ch"|"R&zWqF-Dx#xJj-IKx3gt"
"hakan.belden@edu.tbz.ch"|"l$&VzS-CymMzI-BuUx6E"
"celine.brunning@edu.tbz.ch"|"KMyEfb-gYU@aG-GXRSXr"
"anael.lapides@edu.tbz.ch"|"Jp0yZ0-9UA4Wx-iZjax#"
"ruo.saffran@edu.tbz.ch"|"5nu3hD-Z9D1HR-4dAIG#"
"loic.gerretsen@edu.tbz.ch"|"i&bl@z-6Ju2eG-yfJj4q"
"rui.fitzer@edu.tbz.ch"|"tpVI7l-Bo7gB5-vxs7A6"
"annotee.ogers@edu.tbz.ch"|"5xANze-D4s5gF-QzUB&F"
"boerje.bindin@edu.tbz.ch"|"@H3%cv-%g0uJx-qwc$7y"
"ma.cronchey@edu.tbz.ch"|"5uw2bE-5a6cJt-sFzh58"
"laurelie.baiyle@edu.tbz.ch"|"xcJvAX-i6HCK5-OMC&tz"
"dorothee.older@edu.tbz.ch"|"gGL5Tx-X%J0Sg-1h7gME"
"laurena.wile@edu.tbz.ch"|"y0VtuT-@%&8F1-3akdJq"
"clemence.brito@edu.tbz.ch"|"LczxEq-fAoEhF-nh&rRQ"
"nadege.dallin@edu.tbz.ch"|"aI2BTz-hnLVew-gC9X0w"
"mailis.matley@edu.tbz.ch"|"oakK6#-mIFTOE-NykE8I"
"daniele.screaton@edu.tbz.ch"|"xIXQpI-MgDvjg-nsO4M8"
"mediamass.godly@edu.tbz.ch"|"xWnm9j-IJ0fkR-LcBTZ@"
"leone.kremer@edu.tbz.ch"|"yTtxuS-OhYell-sBJ05b"
"asa.adrian@edu.tbz.ch"|"UBseHI-lvedik-ux3T&V"
"adele.doley@edu.tbz.ch"|"Rn4sWk-tZv&ox-35u5qG"
"fei.sidney@edu.tbz.ch"|"@VM$YE-kTQxhO-x1IGf1"
"marie-josee.walisiak@edu.tbz.ch"|"HALxKd-GITVwd-VMI%jq"
"desiree.diplock@edu.tbz.ch"|"DEk3o1-2eFfDH-b1UqP#"
"gisele.schust@edu.tbz.ch"|"V@K%o8-cveqRs-WwNaq4"
"ma.longshaw@edu.tbz.ch"|"Jqlnk6-#8sR6e-GDrnIY"
"da.boother@edu.tbz.ch"|"#%rVdH-EbUm5J-oxZVVF"
"simplifies.chaudhry@edu.tbz.ch"|"4Lh&jX-N$6AiX-&6$EBg"
"garcon.baniard@edu.tbz.ch"|"hBpMEl-O$sQ#j-IsuHRd"
"gaetane.elphee@edu.tbz.ch"|"F2@Sn6-Omgr8T-gfI3jk"
"gisele.hassey@edu.tbz.ch"|"3Rx@Ce-DlpWQA-AnE9Y9"
"oceanne.booley@edu.tbz.ch"|"ZfUpc5-K8cUQE-HpmBzL"
"oerjan.dibden@edu.tbz.ch"|"fTA$tZ-@mP7H@-4NHccr"
"regine.ocleary@edu.tbz.ch"|"ckLuLO-7hQk9y-cefLF%"
"selene.persse@edu.tbz.ch"|"u2Wkft-09CXk2-M5yrZ&"
"helena.adenot@edu.tbz.ch"|"4&byMQ-p9iCrg-TOiu5t"
"maelann.wassung@edu.tbz.ch"|"CDc@JH-A8@t6v-ZBVwc2"
"frederique.ackermann@edu.tbz.ch"|"LR4sWQ-KBG9Q#-eg0c7l"
"audreanne.kahen@edu.tbz.ch"|"1oxMf&-vfNXwn-1Ml7m6"
"maiwenn.lasty@edu.tbz.ch"|"#zGTPC-FFB1Xl-#xRxMk"
"yu.dictus@edu.tbz.ch"|"9ju&p#-3iMdEs-UtKPcN"
"anae.dukes@edu.tbz.ch"|"RYYiEG-#x%SNv-4&dZPY"
"yenora.warr@edu.tbz.ch"|"%uLipa-nnFjI&-#&2pDD"
"esbjoern.archibold@edu.tbz.ch"|"$A9nAn-g5Jzyh-YnYtfr"
