"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"@Z1S$i-fBiP&a-SQHLc7"
"angele.edgecumbe@edu.tbz.ch"|"2VBylG-rMY9R1-zKTXZJ"
"zhi.andreasson@edu.tbz.ch"|"kdp1tO-OJAE9W-nZO3r$"
"judicael.koppeck@edu.tbz.ch"|"GTZft&-g%h%OV-qh3hPB"
"berengere.capron@edu.tbz.ch"|"gZnU5k-x5yzFu-pJ#rOc"
"leonie.brosini@edu.tbz.ch"|"y0H3ly-HjFwEF-PFqlgi"
"venus.garfit@edu.tbz.ch"|"a4aleL-Ask5z9-6SaeUp"
"melina.janota@edu.tbz.ch"|"zX$fR5-LNkD$c-dMw0H&"
"laurene.bake@edu.tbz.ch"|"VEKT1r-UN98M8-M%auLl"
"regine.dorkins@edu.tbz.ch"|"23x#sm-gs2C$6-7u1Bg1"
"cecile.moffet@edu.tbz.ch"|"EVx#3w-bCaxoL-#qB%oJ"
"maelann.labrone@edu.tbz.ch"|"WIADky-X8FMfM-roVKZx"
"melinda.newbold@edu.tbz.ch"|"vD0Trt-U8Lmzo-R2AsTm"
"mans.itzhak@edu.tbz.ch"|"cva4x5-KpW65P-J3XTXh"
"melodie.pattlel@edu.tbz.ch"|"UN0kC0-4kHpYq-vREvL0"
"celine.bonett@edu.tbz.ch"|"QO#nTV-ees4d7-aw7Ccm"
"adelie.mcgreal@edu.tbz.ch"|"W5Wm%g-4Hr$sl-e#5R9z"
"helene.soldan@edu.tbz.ch"|"TJRGKy-Qxb0ah-AiTShz"
"michele.cluer@edu.tbz.ch"|"Tlcs&p-3M167B-c6HgJH"
"maeline.mueller@edu.tbz.ch"|"Kye#$%-1nxsGR-sAQIaq"
"maelann.benedito@edu.tbz.ch"|"XltXGY-TG%iVH-rVwIwJ"
"nuo.gransden@edu.tbz.ch"|"vYzAL3-lc0IVn-oOmomH"
"berengere.stainton@edu.tbz.ch"|"hQV4&C-eEla1p-s2eUaN"
"wa.sabater@edu.tbz.ch"|"cwxK1T-Z#ma2d-RTKPmA"
"anais.cochran@edu.tbz.ch"|"loj#An-GmzUjk-lbr0g%"
"gerald.bessant@edu.tbz.ch"|"n4tiuy-h5N6Sq-xez8@z"
"ruo.coffin@edu.tbz.ch"|"xUujSA-HQBN4$-7YSd4V"
"melodie.mustill@edu.tbz.ch"|"pYTAeN-zS@zZD-tyq$5b"
"ruo.stanesby@edu.tbz.ch"|"M7hS0q-BsoQ5M-atwQ3W"
"noemie.antognelli@edu.tbz.ch"|"Wv3dY$-sjVTmG-47ba4F"
"maelann.hughson@edu.tbz.ch"|"PGWITX-tYSVxF-wV3Cwe"
