"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"PIElQa-fmesdP-VKK8QB"
"angele.edgecumbe@edu.tbz.ch"|"7R#1#G-J#HGbJ-&&xYNa"
"zhi.andreasson@edu.tbz.ch"|"xv@WlU-IlJrAM-O5dkcy"
"judicael.koppeck@edu.tbz.ch"|"zNk#ZU-J42Dw&-csXf3l"
"berengere.capron@edu.tbz.ch"|"uXDV7#-F68hJX-UGpMyR"
"leonie.brosini@edu.tbz.ch"|"boXp0$-LUH#wu-dA8L7s"
"venus.garfit@edu.tbz.ch"|"djXKC2-0uuRt$-5ZQ4me"
"melina.janota@edu.tbz.ch"|"S4$3U3-F0ORjp-FVnXgm"
"laurene.bake@edu.tbz.ch"|"79NBKV-1124bc-7%XS2m"
"regine.dorkins@edu.tbz.ch"|"Zgil0f-%JbQdT-ePU8bS"
"cecile.moffet@edu.tbz.ch"|"1g1Vt@-GlCI@Z-mQ2NVM"
"maelann.labrone@edu.tbz.ch"|"ARODTN-#axpXy-vbz%hZ"
"melinda.newbold@edu.tbz.ch"|"#x9Vnh-d1C&@a-$gQN0C"
"mans.itzhak@edu.tbz.ch"|"YQpb#5-&#A3hs-yCLrcc"
"melodie.pattlel@edu.tbz.ch"|"Em&M5U-eTYfuQ-2nA9yd"
"celine.bonett@edu.tbz.ch"|"T1mJMD-rtaYd1-mxKMPB"
"adelie.mcgreal@edu.tbz.ch"|"@xkT$1-nQBmue-VZx2uj"
"helene.soldan@edu.tbz.ch"|"0F0Bk8-zhX#24-uEtlmA"
"michele.cluer@edu.tbz.ch"|"pOADmG-ms9yl$-Trboqk"
"maeline.mueller@edu.tbz.ch"|"j92Mqa-u3V$ZL-NW#ySD"
"maelann.benedito@edu.tbz.ch"|"tqN@0C-jxmTxH-7VSC9u"
"nuo.gransden@edu.tbz.ch"|"CJdU@E-AUNd9U-rAl$y2"
"berengere.stainton@edu.tbz.ch"|"z1jS#7-lC&62T-wiiJ#l"
"wa.sabater@edu.tbz.ch"|"z9G#D$-dCMeQQ-ZXx#@0"
"anais.cochran@edu.tbz.ch"|"E1K&UV-FBzZ#y-@kd5ao"
"gerald.bessant@edu.tbz.ch"|"AjQr@L-9npjkg-H#zMoy"
"ruo.coffin@edu.tbz.ch"|"R3QjNG-8Dl7bE-mVpc@#"
"melodie.mustill@edu.tbz.ch"|"ZVN@SV-xSz&jV-J9zG6N"
"ruo.stanesby@edu.tbz.ch"|"Vfm6%4-QYKjOq-qpGhqA"
"noemie.antognelli@edu.tbz.ch"|"saV&qm-ErhvNd-4j6M3G"
"maelann.hughson@edu.tbz.ch"|"ISSqAA-QTo$do-DqV&Fl"
"milena.mieville@edu.tbz.ch"|"$FaS6u-XnwJ7o-UO@grt"
"mailys.chamberlin@edu.tbz.ch"|"URb$83-$Hf4fd-JokbjI"
"nadege.tomalin@edu.tbz.ch"|"l8fRf#-QMEqtt-#ikLvi"
"oceane.omara@edu.tbz.ch"|"UN3xyV-rXsGdW-i0RpUI"
"cecile.aguirrezabala@edu.tbz.ch"|"M8%vzJ-qTJ&@U-wgt0a%"
"maella.gwillim@edu.tbz.ch"|"qG5bze-xtz560-2dhms7"
"lea.mcgahey@edu.tbz.ch"|"yPkLMq-BK3rIN-mAQduT"
"laurene.hagerty@edu.tbz.ch"|"R$Ju4n-1LHOJ3-Sehzh8"
"dorothee.link@edu.tbz.ch"|"mIPOF5-j8@&nW-bePOTb"
"clementine.kynsey@edu.tbz.ch"|"hkXy72-B42LwA-9U$Ty2"
"lorene.smitherman@edu.tbz.ch"|"Il2dD3-EnmrtQ-gVCt9v"
"cleopatre.klulicek@edu.tbz.ch"|"WdFOjn-9$SuJG-Om7vbp"
"laurene.castaneda@edu.tbz.ch"|"2D4mkG-ADH8or-X57fCh"
"melia.constant@edu.tbz.ch"|"cZEjNy-xqT0zp-MoUJ09"
"lucrece.clunie@edu.tbz.ch"|"zK14Je-J@57la-tl8ngA"
"eleonore.mcmurthy@edu.tbz.ch"|"HPTuB#-HO9VwY-z1lV0n"
"melia.bevar@edu.tbz.ch"|"S4odNW-3zRiKp-S##&91"
"camelia.bontine@edu.tbz.ch"|"obAos&-tBzfsg-vZbXGY"
"methode.jozefczak@edu.tbz.ch"|"J3VA7O-aIq1zH-cfMfRi"
"audreanne.hinsche@edu.tbz.ch"|"Zloh34-GPpO#e-U3eo0i"
"andree.varne@edu.tbz.ch"|"ZOjfqs-yAjvgz-besDJb"
"marten.kinleyside@edu.tbz.ch"|"jlrD85-wosL$1-RqV7J1"
"esteve.mcewan@edu.tbz.ch"|"hrsmGf-#KxSY&-g3$HdF"
"leane.dibbert@edu.tbz.ch"|"deoY$D-EizKpq-KRvfto"
"ma.thewlis@edu.tbz.ch"|"&8KNAF-hzictM-OQS3Qr"
"clea.djurkovic@edu.tbz.ch"|"q2N6@O-FJaNle-bPSNAl"
"rachele.reburn@edu.tbz.ch"|"YCBO9P-l9vGZc-wQmKUi"
"gerald.gowling@edu.tbz.ch"|"Jpfa4Q-NoScT&-JN%Syd"
"cleopatre.jackson@edu.tbz.ch"|"dsS5gY-dG0WWt-3hQl5c"
"desiree.haskins@edu.tbz.ch"|"Jo%LCN-G7N#y3-K%wquR"
"eleonore.longson@edu.tbz.ch"|"Ryct0X-mr1aSi-seqgPm"
"leane.dybell@edu.tbz.ch"|"4#mAUx-V$B5eE-fK4JWc"
"becassine.grzesiak@edu.tbz.ch"|"oOs6nH-scu5hg-OoZFZU"
"marie-josee.pickin@edu.tbz.ch"|"c9H$QZ-T&$98m-STXbxL"
"marie-josee.roxby@edu.tbz.ch"|"wTXIJc-cLRh5v-HC8XL5"
"leonie.feenan@edu.tbz.ch"|"qHBeO0-4zdw7Z-dT0RwL"
"valerie.ellum@edu.tbz.ch"|"P#e741-y@YOHL-V5suk4"
"ju.caseri@edu.tbz.ch"|"n7o0aU-ASWZAu-&LY@el"
"boerje.strangman@edu.tbz.ch"|"gHX7gI-y9s5$V-&BHJwf"
"beatrice.ghidelli@edu.tbz.ch"|"lW82Of-03Kezq-u$c$Oy"
"da.jablonski@edu.tbz.ch"|"OydXdQ-s@BAtG-UdAg&I"
"uo.beveridge@edu.tbz.ch"|"wqy#G%-xLuipD-nH7e2O"
"valerie.bestman@edu.tbz.ch"|"DiA&W1-BxnAU6-GCrcXV"
"marlene.pohls@edu.tbz.ch"|"@LA%og-6&iChr-pJ$FyS"
"ma.nolda@edu.tbz.ch"|"CT#@4@-SieoHI-wEEK&V"
"marlene.bisiker@edu.tbz.ch"|"ULhle&-bCdupH-BpS0#f"
