"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"qjvz6Q-aE2zKf-x4GwT@"
"angele.edgecumbe@edu.tbz.ch"|"U1khbX-pmvqM#-LrSoXH"
"zhi.andreasson@edu.tbz.ch"|"RCjCkY-43ctb$-E580GD"
"judicael.koppeck@edu.tbz.ch"|"7Q$Pl0-ZCJ$d7-QQ#IIy"
"berengere.capron@edu.tbz.ch"|"J6jU2$-CNN36L-6ANcx%"
"leonie.brosini@edu.tbz.ch"|"zJ9jHl-FWr0Wc-E7Y4Wp"
"venus.garfit@edu.tbz.ch"|"onYFIC-zSrC@3-X%o2Vg"
"melina.janota@edu.tbz.ch"|"uCiZxn-Rsilt$-e%8AZz"
"laurene.bake@edu.tbz.ch"|"JWKSC8-m&lXaC-L8pwvu"
"regine.dorkins@edu.tbz.ch"|"3CsUFR-zLDuFU-5Opb&6"
"cecile.moffet@edu.tbz.ch"|"ObyniF-LeuF1y-6RSgaS"
"maelann.labrone@edu.tbz.ch"|"AclMEx-3E2g19-ledg32"
"melinda.newbold@edu.tbz.ch"|"r3e4k4-JW6&$6-7NJMmF"
"mans.itzhak@edu.tbz.ch"|"o3A5sC-ssQXtY-Qw6KfH"
"melodie.pattlel@edu.tbz.ch"|"uVB&dw-oQDgiK-Be1yb$"
"celine.bonett@edu.tbz.ch"|"Y49rD3-mmYiTl-rNHja0"
"adelie.mcgreal@edu.tbz.ch"|"$1SixX-c%D6$f-3o@anD"
"helene.soldan@edu.tbz.ch"|"kRY2DQ-5N0qaT-DnxXDy"
"michele.cluer@edu.tbz.ch"|"$SU7N4-Y#zMK9-KUGaM@"
"maeline.mueller@edu.tbz.ch"|"Aa@HfA-vXRC4C-x8F$%K"
"maelann.benedito@edu.tbz.ch"|"%yf5cD-VUixN1-Y@M$5y"
"nuo.gransden@edu.tbz.ch"|"K8%BqF-dAqI3U-AinBc2"
"berengere.stainton@edu.tbz.ch"|"huiVcU-eczi6D-@0$Fax"
"wa.sabater@edu.tbz.ch"|"kBBHrW-YfyKuo-tRAc4M"
"anais.cochran@edu.tbz.ch"|"JhPeTl-YskVPl-#IdeB7"
"gerald.bessant@edu.tbz.ch"|"eU1Pxm-&0QTFd-$l1NzG"
"ruo.coffin@edu.tbz.ch"|"OcF4GO-Lb$1#T-v1lmik"
"melodie.mustill@edu.tbz.ch"|"73puIL-S5azmD-DEB$45"
"ruo.stanesby@edu.tbz.ch"|"5Hf%97-C47u16-4w@hq7"
"noemie.antognelli@edu.tbz.ch"|"i8O2Ba-PVIoj3-J6JjM$"
"maelann.hughson@edu.tbz.ch"|"xD2DJZ-mA2akR-pTrUaA"
