"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"IAVJsK-%DxcjZ-o&PlNg"
"angele.edgecumbe@edu.tbz.ch"|"tO#HGi-FeOLB4-bS35uS"
"zhi.andreasson@edu.tbz.ch"|"74vtgg-I4%%@7-rzSGc6"
"judicael.koppeck@edu.tbz.ch"|"EbiINs-SwjtDD-OGmR1c"
"berengere.capron@edu.tbz.ch"|"YDPlN0-xxF3qo-%D#KAU"
"leonie.brosini@edu.tbz.ch"|"fcpW@#-vqv5GX-tSg8aF"
"venus.garfit@edu.tbz.ch"|"mRg#4G-DXCKoc-yxaLJ1"
"melina.janota@edu.tbz.ch"|"N3UQH3-aiEExZ-B9%wOk"
"laurene.bake@edu.tbz.ch"|"v98dRT-fvU54S-yPKRMm"
"regine.dorkins@edu.tbz.ch"|"9K2b5g-dqB27H-1$NWoe"
"cecile.moffet@edu.tbz.ch"|"8Oe@5w-Tu97AM-vGk3Za"
"maelann.labrone@edu.tbz.ch"|"jHCQ7b-RKV5@$-38OmLv"
"melinda.newbold@edu.tbz.ch"|"X$wZ5W-GXz3ZG-@1mWmB"
"mans.itzhak@edu.tbz.ch"|"txNFyp-KVxj#2-65waKx"
"melodie.pattlel@edu.tbz.ch"|"Z64szA-ekdPh$-j&HkBL"
"celine.bonett@edu.tbz.ch"|"I5Cwfj-Up%$pD-0lKq5y"
"adelie.mcgreal@edu.tbz.ch"|"hVP8tb-Kjxh#b-IDl3bo"
"helene.soldan@edu.tbz.ch"|"2I&7Cx-%BHPS5-wQeNyH"
"michele.cluer@edu.tbz.ch"|"1t#GxJ-8ZTaPP-KMCuZb"
"maeline.mueller@edu.tbz.ch"|"hDFK2R-QC354l-Dye1x6"
"maelann.benedito@edu.tbz.ch"|"5h9ufr-1eF2z0-&YR9Ss"
"nuo.gransden@edu.tbz.ch"|"v$t#4p-W38L2@-Tks6vA"
"berengere.stainton@edu.tbz.ch"|"gjhJr3-V5VxdE-mp5lmi"
"wa.sabater@edu.tbz.ch"|"L1pOhv-EXHdUO-s#gJjC"
"anais.cochran@edu.tbz.ch"|"B5e9oa-IcI6vn-xrp2E3"
"gerald.bessant@edu.tbz.ch"|"aM4qGk-H5&WhU-ZHWOJr"
"ruo.coffin@edu.tbz.ch"|"l1BFCM-iggr3Y-tvDWI3"
"melodie.mustill@edu.tbz.ch"|"cXHxX3-CqJdq%-ybcqZv"
"ruo.stanesby@edu.tbz.ch"|"M1Pf%a-6442nb-GfSI47"
"noemie.antognelli@edu.tbz.ch"|"KzTQCJ-Vn9uL&-Qs3bze"
"maelann.hughson@edu.tbz.ch"|"&QELvx-Vk@tVk-Ew%P0L"
"milena.mieville@edu.tbz.ch"|"Q3@@C1-8xy0S6-KMW8sH"
"mailys.chamberlin@edu.tbz.ch"|"6r3k1$-6EC97m-%xUFBu"
"nadege.tomalin@edu.tbz.ch"|"IlzR47-UqhDkJ-QO01kE"
"oceane.omara@edu.tbz.ch"|"tZOYgc-0ySm&V-%fHKhy"
"cecile.aguirrezabala@edu.tbz.ch"|"G4eLx&-f#V33K-COQxOc"
"maella.gwillim@edu.tbz.ch"|"AY&cb$-M$4uq&-tWQtj8"
"lea.mcgahey@edu.tbz.ch"|"@Ea@%9-RCFatd-&5A7L6"
"laurene.hagerty@edu.tbz.ch"|"e7OkCN-bPL18g-l%lgnI"
"dorothee.link@edu.tbz.ch"|"0FYEZl-C&hv5x-WVbZHP"
"clementine.kynsey@edu.tbz.ch"|"W&zMAr-WCxAyO-EhTF7T"
"lorene.smitherman@edu.tbz.ch"|"rCDfZA-#Krh@P-C2mmRZ"
"cleopatre.klulicek@edu.tbz.ch"|"IotwLe-gYsiH0-LcSdvX"
"laurene.castaneda@edu.tbz.ch"|"8z%KB9-PA2qfQ-y#%4CZ"
"melia.constant@edu.tbz.ch"|"DzWi2J-%w8CP3-TFhF6B"
"lucrece.clunie@edu.tbz.ch"|"WK0Yyk-PWm%hf-JQ3KXI"
"eleonore.mcmurthy@edu.tbz.ch"|"ZzGZ#Q-z07zg&-gDoHmz"
"melia.bevar@edu.tbz.ch"|"2vkI8I-PBLK61-FTwXko"
"camelia.bontine@edu.tbz.ch"|"sajOcQ-970DMV-gh0qKB"
"methode.jozefczak@edu.tbz.ch"|"5$2Bwz-ljUrio-y0cNKN"
"audreanne.hinsche@edu.tbz.ch"|"DU@Clk-epfQQ0-$NKPI%"
"andree.varne@edu.tbz.ch"|"KC2pkr-%J$rW&-@JvSaD"
"marten.kinleyside@edu.tbz.ch"|"kucy56-QUylLN-tFALG5"
"esteve.mcewan@edu.tbz.ch"|"eGzQL8-bfqftm-e2FDXz"
"leane.dibbert@edu.tbz.ch"|"0hzlfS-R3oEdk-hQQ22m"
"ma.thewlis@edu.tbz.ch"|"FNJu&l-9gNFG2-yAsvRR"
"clea.djurkovic@edu.tbz.ch"|"DGG0Al-hxTlxj-YTAdMi"
"rachele.reburn@edu.tbz.ch"|"SAMli3-k#DRD1-XOXGpf"
"gerald.gowling@edu.tbz.ch"|"7w2WQk-AueFpi-EkDhLB"
"cleopatre.jackson@edu.tbz.ch"|"Mi6jX@-1YDvBf-FU02KV"
"desiree.haskins@edu.tbz.ch"|"VMyL4k-T2DBJX-ojs8SJ"
"eleonore.longson@edu.tbz.ch"|"Qm4GC1-0e@Z30-Dz#@f7"
"leane.dybell@edu.tbz.ch"|"FYmSKL-AP8MV$-nxRL42"
"becassine.grzesiak@edu.tbz.ch"|"rJDIB6-oGswAh-BDH0i7"
"marie-josee.pickin@edu.tbz.ch"|"%Z$0w#-mn4CkQ-IAylcc"
"marie-josee.roxby@edu.tbz.ch"|"shxnN2-Fk0mBZ-lksuYo"
"leonie.feenan@edu.tbz.ch"|"Wfq38n-C0gBbh-XGwty7"
"valerie.ellum@edu.tbz.ch"|"dV8G9e-d9xi8n-VL$H&&"
"ju.caseri@edu.tbz.ch"|"0Q%rGr-ysCYT8-c$ijJE"
"boerje.strangman@edu.tbz.ch"|"8$ke&R-y4mLPc-VYHd$P"
"beatrice.ghidelli@edu.tbz.ch"|"U#9NOF-VV85CC-&Dv3Cm"
"da.jablonski@edu.tbz.ch"|"49r#hP-v1$bdk-fsQc1A"
"uo.beveridge@edu.tbz.ch"|"Vd0QJG-pn7bXG-wJElLq"
"valerie.bestman@edu.tbz.ch"|"pkUKQJ-gPJNdr-4mINHp"
