"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"3$C842-8Ofpz6-l@dJPt"
"angele.edgecumbe@edu.tbz.ch"|"qL9bi$-UoNVwY-sON%8d"
"zhi.andreasson@edu.tbz.ch"|"ytHh5O-CTpsYP-vIexmR"
"judicael.koppeck@edu.tbz.ch"|"jaUD1A-5nVQA6-EmvZIR"
"berengere.capron@edu.tbz.ch"|"w9qFqP-TAY8g@-OuKec7"
"leonie.brosini@edu.tbz.ch"|"AiRMmb-UgLHMV-m4xFl1"
"venus.garfit@edu.tbz.ch"|"nTB&J9-1OMaXO-X5IFhl"
"melina.janota@edu.tbz.ch"|"C5mJPv-xxeWqM-c2cc1#"
"laurene.bake@edu.tbz.ch"|"U8WLIx-cmCCmC-AWWf3I"
"regine.dorkins@edu.tbz.ch"|"N7XKm#-$jJ#F4-w5h5qX"
"cecile.moffet@edu.tbz.ch"|"AwH8yM-ump0Wv-HvJjJ2"
"maelann.labrone@edu.tbz.ch"|"RYUoW1-bvaS@R-wW4qNA"
"melinda.newbold@edu.tbz.ch"|"SI63tt-@MbKop-#SXCs6"
"mans.itzhak@edu.tbz.ch"|"2@lXWU-5Ac%Uy-EJTPd7"
"melodie.pattlel@edu.tbz.ch"|"b0hUXP-IbxuNo-4g@LBk"
"celine.bonett@edu.tbz.ch"|"XbyWg8-pJPfll-1C4GdG"
"adelie.mcgreal@edu.tbz.ch"|"U0BFfo-IjnCtr-6lacUj"
"helene.soldan@edu.tbz.ch"|"xhRAHd-A0TAKL-9DQ0Aa"
"michele.cluer@edu.tbz.ch"|"dDNNWd-mHl625-Q0k96Z"
"maeline.mueller@edu.tbz.ch"|"QDB1oK-rZP2Ds-Ucpd$O"
"maelann.benedito@edu.tbz.ch"|"FgZb3W-6tY9VE-A9S&CE"
"nuo.gransden@edu.tbz.ch"|"%sdq7W-Br#qd#-eztY2w"
"berengere.stainton@edu.tbz.ch"|"#8$8BT-%NEE1C-py255h"
"wa.sabater@edu.tbz.ch"|"83Pa39-18ejRI-iRgLLW"
"anais.cochran@edu.tbz.ch"|"#b427B-FweRMT-piGA86"
"gerald.bessant@edu.tbz.ch"|"I2LRaT-DRa9qR-L70%nf"
"ruo.coffin@edu.tbz.ch"|"Dv%9QG-3IN1dQ-PWgpT@"
"melodie.mustill@edu.tbz.ch"|"@Q6wqn-rU1TZ#-4k$iWm"
"ruo.stanesby@edu.tbz.ch"|"5$7N#$-OFV4kT-748xUm"
"noemie.antognelli@edu.tbz.ch"|"em2U#E-a@yDq7-26PmUH"
"maelann.hughson@edu.tbz.ch"|"rlmjBT-KB0qmO-A&Ek4u"
"milena.mieville@edu.tbz.ch"|"l7rr28-pvH@@@-m$V2JX"
"mailys.chamberlin@edu.tbz.ch"|"v@OQqL-cKBntv-xfYnXH"
"nadege.tomalin@edu.tbz.ch"|"VUH%uQ-jmeD@g-@N3GjA"
"oceane.omara@edu.tbz.ch"|"brLpui-MbLaII-vL1Zja"
"cecile.aguirrezabala@edu.tbz.ch"|"&OoBbU-ThWC2A-CUHIEk"
"maella.gwillim@edu.tbz.ch"|"SO8f6M-UuRcDp-adYpuc"
"lea.mcgahey@edu.tbz.ch"|"L8esj@-R$rg4O-mC7hq7"
"laurene.hagerty@edu.tbz.ch"|"R1rNt6-ywmP6@-&BSBMl"
"dorothee.link@edu.tbz.ch"|"4TrlvK-3sxwbK-6QkZ1k"
"clementine.kynsey@edu.tbz.ch"|"e@FuDe-hN$9Bu-oyJJS7"
"lorene.smitherman@edu.tbz.ch"|"ObiE3n-INCedH-kUpy@Q"
"cleopatre.klulicek@edu.tbz.ch"|"eTiK8J-RRVM7y-A9Xp5$"
"laurene.castaneda@edu.tbz.ch"|"FNqc#a-oJjXO8-WE1&pg"
"melia.constant@edu.tbz.ch"|"2cBvFb-wH9yYA-9#CoT1"
"lucrece.clunie@edu.tbz.ch"|"sOKRmG-DpMGcS-Rqc2BM"
"eleonore.mcmurthy@edu.tbz.ch"|"2TVz6q-U01Pq#-jJ4sFP"
"melia.bevar@edu.tbz.ch"|"T#pF5$-s4cwyl-&goHXj"
"camelia.bontine@edu.tbz.ch"|"pQ@OoC-SJAzdp-9aZZMZ"
"methode.jozefczak@edu.tbz.ch"|"@tZ%ps-CRzWEU-t6@@Gg"
"audreanne.hinsche@edu.tbz.ch"|"yOpgJu-#skcRT-WyKgDA"
"andree.varne@edu.tbz.ch"|"H4iDzo-P8TGOf-uRXrfo"
"marten.kinleyside@edu.tbz.ch"|"lvfTeH-OWOa#Q-%Yy1v1"
"esteve.mcewan@edu.tbz.ch"|"Jskf4V-dNhZls-KToka6"
"leane.dibbert@edu.tbz.ch"|"T0Ka6j-aw@54f-#PWBx5"
"ma.thewlis@edu.tbz.ch"|"yw8yf4-wfLW18-bal1eT"
"clea.djurkovic@edu.tbz.ch"|"&z0W$O-INFCiL-sbksL5"
"rachele.reburn@edu.tbz.ch"|"rTlcUc-m6L6%q-TD21Za"
"gerald.gowling@edu.tbz.ch"|"PiKp7o-u&5y0k-8lP0Mp"
"cleopatre.jackson@edu.tbz.ch"|"&Ba9oz-0nxabm-0bQ&y#"
"desiree.haskins@edu.tbz.ch"|"YdrqlI-zGNzV#-#sc007"
"eleonore.longson@edu.tbz.ch"|"AKowex-Jl1Jq2-jGdh8O"
"leane.dybell@edu.tbz.ch"|"afhWLk-z13wqU-HZI$bz"
"becassine.grzesiak@edu.tbz.ch"|"Oe9oSB-Z&mqnU-w2oPDo"
"marie-josee.pickin@edu.tbz.ch"|"xAQy0J-mVqzpl-BGh8Z1"
"marie-josee.roxby@edu.tbz.ch"|"ewm8O1-QgE2M5-$d2#7L"
"leonie.feenan@edu.tbz.ch"|"pxIieJ-ECtkUW-SAmqGk"
"valerie.ellum@edu.tbz.ch"|"4jazmG-2iNZXv-ZIt6jq"
"ju.caseri@edu.tbz.ch"|"ieQ4dB-%NJSR%-7@ce96"
"boerje.strangman@edu.tbz.ch"|"dcadTL-EzaCVV-hN2uaW"
"beatrice.ghidelli@edu.tbz.ch"|"uw&QHE-Wu5Eft-xRe36l"
"da.jablonski@edu.tbz.ch"|"%7qKZZ-QjHHtC-aB@tt2"
"uo.beveridge@edu.tbz.ch"|"t$@YOs-pQGgVE-9v&ZaF"
"valerie.bestman@edu.tbz.ch"|"dRjB59-Vjb7D@-@zI5&J"
"marlene.pohls@edu.tbz.ch"|"1N0dm%-XEGM4Q-uf8y6a"
