"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"U19$UP-Kpo8bd-gswwDa"
"angele.edgecumbe@edu.tbz.ch"|"be%4H0-4ZSA#E-dPGUiO"
"zhi.andreasson@edu.tbz.ch"|"Q9OUQt-I@Prtt-P54ac$"
"judicael.koppeck@edu.tbz.ch"|"tkqBlv-phlnnp-2umhSO"
"berengere.capron@edu.tbz.ch"|"lLdwff-S3#JFU-E&45Lk"
"leonie.brosini@edu.tbz.ch"|"VlvLoV-tjQ#fU-3f7rt5"
"venus.garfit@edu.tbz.ch"|"UzcDRG-MwFZ&&-NYKq0X"
"melina.janota@edu.tbz.ch"|"FDDaAk-3GIwfc-u#Etqc"
"laurene.bake@edu.tbz.ch"|"yGk3tG-wJAS7j-mi4S8A"
"regine.dorkins@edu.tbz.ch"|"7I$BR%-LW2LgU-hQHEW%"
"cecile.moffet@edu.tbz.ch"|"Uhsbu7-Py$V@d-tgk%Qa"
"maelann.labrone@edu.tbz.ch"|"WJ1xcT-0iliWc-jgbbWO"
"melinda.newbold@edu.tbz.ch"|"ytTgYi-6L$5hU-DL4YCe"
"mans.itzhak@edu.tbz.ch"|"CFG3xP-oTPXp1-mulfHf"
"melodie.pattlel@edu.tbz.ch"|"@T4qbb-h9yj55-LT6wsn"
"celine.bonett@edu.tbz.ch"|"uAd7BW-xjiccW-eXjazh"
"adelie.mcgreal@edu.tbz.ch"|"noGcaO-fUZerp-Y$IKga"
"helene.soldan@edu.tbz.ch"|"CNyOKo-0ivPpP-Fr6WQJ"
"michele.cluer@edu.tbz.ch"|"U2Vl9o-b&9DHl-DJUW8U"
"maeline.mueller@edu.tbz.ch"|"VcPaga-vx8GEf-pop4s3"
"maelann.benedito@edu.tbz.ch"|"ruL%dt-kEallU-GKYwzR"
"nuo.gransden@edu.tbz.ch"|"7nOi6W-7jKpFT-ap967$"
"berengere.stainton@edu.tbz.ch"|"Z5A4ko-Ga44Lt-qVK4PP"
"wa.sabater@edu.tbz.ch"|"UnPHr#-%Rc3b9-#bB20M"
"anais.cochran@edu.tbz.ch"|"Ksdq&K-KYIms3-tbttoM"
"gerald.bessant@edu.tbz.ch"|"hkqi8w-SLv5P&-s5MS#N"
"ruo.coffin@edu.tbz.ch"|"lID9Ig-pOdIV3-mG#WtC"
"melodie.mustill@edu.tbz.ch"|"$3C3P2-ILTmW8-XlhrbR"
"ruo.stanesby@edu.tbz.ch"|"JAKHWH-YCrZgm-CKQuhJ"
"noemie.antognelli@edu.tbz.ch"|"bP7r@j-ag8esz-sityl3"
"maelann.hughson@edu.tbz.ch"|"DN$iWi-LrktO0-z5ACBh"
"milena.mieville@edu.tbz.ch"|"s6H8lH-qbh1tG-vU4bA3"
"mailys.chamberlin@edu.tbz.ch"|"oeqWhq-mBhsnv-cl4irh"
"nadege.tomalin@edu.tbz.ch"|"ZiWSW6-bcrRsG-gJPSG$"
"oceane.omara@edu.tbz.ch"|"QK7PWn-xBVYnQ-fc&OJN"
"cecile.aguirrezabala@edu.tbz.ch"|"iOf0#0-n1V$4r-Dg1eJ#"
"maella.gwillim@edu.tbz.ch"|"iQxh6V-7yTDNF-k8qFz8"
"lea.mcgahey@edu.tbz.ch"|"M7u%i4-TL1WOZ-UNk%o$"
"laurene.hagerty@edu.tbz.ch"|"V&hHGE-rGAUYa-ZXfQsn"
"dorothee.link@edu.tbz.ch"|"z4WaBI-%NatU6-U2&sfC"
"clementine.kynsey@edu.tbz.ch"|"%K8LG5-O9vuSh-Y#vgir"
"lorene.smitherman@edu.tbz.ch"|"m$ExqY-6WY43k-HOlMMW"
"cleopatre.klulicek@edu.tbz.ch"|"xPMpVF-U5dLvA-9&slUq"
"laurene.castaneda@edu.tbz.ch"|"a$CcQn-%@7xIM-@8n$Da"
"melia.constant@edu.tbz.ch"|"KFR5t5-P3@pUK-w5#kHS"
"lucrece.clunie@edu.tbz.ch"|"iyvd8N-84C4ri-vr5zRL"
"eleonore.mcmurthy@edu.tbz.ch"|"Z7$SYq-6mt9Pi-CJ#&xm"
"melia.bevar@edu.tbz.ch"|"9sPuF6-UsdD#F-CWU0F$"
"camelia.bontine@edu.tbz.ch"|"L5ok3@-KHWr@c-qnfgPY"
"methode.jozefczak@edu.tbz.ch"|"Ruro2d-Z0%2D6-x2NIra"
"audreanne.hinsche@edu.tbz.ch"|"0w2wxM-zJWRty-V9vcZV"
"andree.varne@edu.tbz.ch"|"#605#c-ta39b@-rjqV6H"
"marten.kinleyside@edu.tbz.ch"|"6HQs9g-mp@e&i-JSfi$L"
"esteve.mcewan@edu.tbz.ch"|"bsj99X-BUlzdg-A6262p"
"leane.dibbert@edu.tbz.ch"|"LU25aH-o9S&pk-LOpWmQ"
"ma.thewlis@edu.tbz.ch"|"kKcMd$-3XGb%L-VM0uuU"
"clea.djurkovic@edu.tbz.ch"|"&wU4Tn-RegJW9-AiTY2D"
"rachele.reburn@edu.tbz.ch"|"KRC6$M-vozL7m-yDKMQU"
"gerald.gowling@edu.tbz.ch"|"nKjSXP-YctGhJ-5qZoyg"
"cleopatre.jackson@edu.tbz.ch"|"j&4itD-34JGHt-F24wgr"
"desiree.haskins@edu.tbz.ch"|"EXeIKg-uPSFno-bjo3aJ"
"eleonore.longson@edu.tbz.ch"|"azs2us-6JRRXz-9@ob2B"
"leane.dybell@edu.tbz.ch"|"$i3hws-S30&FE-DJkVaW"
"becassine.grzesiak@edu.tbz.ch"|"cLx4tG-v#0OBp-uwui7e"
"marie-josee.pickin@edu.tbz.ch"|"EPKOm5-HkkU#0-Ds@fy2"
"marie-josee.roxby@edu.tbz.ch"|"s9B8O#-sXLFNT-QP&dVe"
"leonie.feenan@edu.tbz.ch"|"l6v8Xs-6NYx6C-phgUUD"
"valerie.ellum@edu.tbz.ch"|"Ix%2kn-k7EqfC-sfnNIh"
"ju.caseri@edu.tbz.ch"|"pmxi5y-BMnvk#-zBqnyZ"
"boerje.strangman@edu.tbz.ch"|"hYZgly-OFd3zV-pPkUOb"
"beatrice.ghidelli@edu.tbz.ch"|"s7FsuC-VqntUF-R1m@w9"
"da.jablonski@edu.tbz.ch"|"cmNoC7-Fgdb$z-7lqvsP"
"uo.beveridge@edu.tbz.ch"|"6JhGzP-HHmRsh-yqg7lX"
"valerie.bestman@edu.tbz.ch"|"UtWvf9-Ps$&rW-5qpcn$"
"marlene.pohls@edu.tbz.ch"|"lUWIMx-#1Ov1f-JyMPVk"
"ma.nolda@edu.tbz.ch"|"Ki9PcI-Nq0FWt-dV5UDy"
"marlene.bisiker@edu.tbz.ch"|"LQ7GCA-yNT7CS-jIeOUV"
"estee.babon@edu.tbz.ch"|"oN2TLO-dnkQwX-hlEjQP"
"simplifies.dmisek@edu.tbz.ch"|"dLwQXQ-4nlEAD-rH5HHj"
"selene.ganing@edu.tbz.ch"|"uIX1UY-2%AdHM-jfGS$f"
"meryl.penke@edu.tbz.ch"|"W0kywT-a6BlAf-KJqIMh"
"anais.rawcliff@edu.tbz.ch"|"CKZtZn-MGw8hC-PWygc7"
"melina.andri@edu.tbz.ch"|"EvVgvv-GkVmaU-KshysA"
"audreanne.fodden@edu.tbz.ch"|"C2PcTF-$frjbQ-uS%E28"
"bjoern.spellesy@edu.tbz.ch"|"BXoNHL-j@gzwU-vB15$5"
"francoise.summerscales@edu.tbz.ch"|"6Mxyyw-cxk905-z2L3##"
"laurene.ashtonhurst@edu.tbz.ch"|"4fAfNV-e0&2Io-MO9p@c"
"valerie.petters@edu.tbz.ch"|"lo4iEe-gtEB8M-S9dsgp"
"anael.spenclay@edu.tbz.ch"|"ZvkUQy-u@N07U-EvAMjq"
"stephanie.keech@edu.tbz.ch"|"C2iinp-VyEihz-@vQ%2d"
"ines.deveril@edu.tbz.ch"|"nj7iHw-62vWk7-&#yvqp"
"berenice.gelder@edu.tbz.ch"|"cV0HPi-N4avlY-60o@dk"
"melanie.ofogerty@edu.tbz.ch"|"OKnJ42-Qzn5XQ-G0p$L9"
"frederique.canepe@edu.tbz.ch"|"lng@Da-D0wxIT-4PKnxk"
"nuo.otton@edu.tbz.ch"|"@OgMMJ-2xWGsM-G3xH1G"
"genevieve.trusler@edu.tbz.ch"|"KaHkBs-RxoD5k-E0d%uj"
"ju.boag@edu.tbz.ch"|"5QQxSK-UQswJR-RX51V5"
"josephine.dilucia@edu.tbz.ch"|"fRsXdG-@41qCK-uB7H1w"
"laurene.armsden@edu.tbz.ch"|"j1mH&8-pNAMRM-MsP1pj"
"becassine.griffe@edu.tbz.ch"|"F4O&EY-e%JVSO-4HgxN$"
"alois.parres@edu.tbz.ch"|"%q8mAN-FyRDeB-QzOPRQ"
"cleopatre.gaffey@edu.tbz.ch"|"3g2GN$-mVltFp-e3TUtQ"
"andre.stiger@edu.tbz.ch"|"J8ISKL-b8I&Lv-eqyPd9"
"beatrice.godleman@edu.tbz.ch"|"4Afjm4-#F7GPf-tk$l7E"
"hakan.harrhy@edu.tbz.ch"|"xfjLK2-Drf0Ds-uQmCOr"
"celestine.dagnan@edu.tbz.ch"|"F5wKoW-P0BMpu-0l$Q@0"
"clemence.haggart@edu.tbz.ch"|"UQNBd5-AWCsrP-E0IWqJ"
"long.caban@edu.tbz.ch"|"t0iapl-FMwfv&-0hWx7x"
"gaetane.grimble@edu.tbz.ch"|"XQlk&e-ep&W9g-z11r1N"
"maelann.piwall@edu.tbz.ch"|"a%1pq#-NCPao9-x1cs1c"
"magdalene.loble@edu.tbz.ch"|"c@C&#O-Bi#hyk-SOC2SM"
"veronique.domaschke@edu.tbz.ch"|"omdgM2-zYRSgh-VY&ZIV"
"clea.herity@edu.tbz.ch"|"pFLJ&E-LDhx93-cGK@rk"
"maelann.bambrough@edu.tbz.ch"|"i62Gjy-Pr5wVd-mx&Pbi"
"clea.goulstone@edu.tbz.ch"|"ttxSLr-ps16E8-F#A1yB"
"renee.deleek@edu.tbz.ch"|"xh%XFe-Vyx4rh-Oyxu0s"
"boerje.rudderham@edu.tbz.ch"|"WamAn%-kj$#%e-6Z@bUV"
"marylene.broune@edu.tbz.ch"|"vcSjfX-vRPjw1-3ssqR0"
"nadege.mccuish@edu.tbz.ch"|"ZAXB5V-fypoei-ejR#S$"
"anael.littleover@edu.tbz.ch"|"SCIcJp-5@k@v3-dEfkw0"
"lie.baume@edu.tbz.ch"|"SNCaE6-ss3C5Y-PeftY2"
"maella.murrow@edu.tbz.ch"|"2qDDVR-OLs&aa-gp10ft"
"cleopatre.pettifor@edu.tbz.ch"|"fDwk%O-c@juc2-oHdj9v"
"geraldine.asker@edu.tbz.ch"|"aib4pA-%Mz#cS-mw5Esx"
"gaetane.smedmore@edu.tbz.ch"|"ToF%1e-1whpcy-@ci8FM"
"meryl.blencoe@edu.tbz.ch"|"XPWLf0-a8NTnh-h3hXKX"
"aurelie.chastaing@edu.tbz.ch"|"YWQhVo-8rZ#zE-9w2v1A"
"oceanne.marthen@edu.tbz.ch"|"zwK2GW-KJrQli-th%gjU"
"dorothee.burrill@edu.tbz.ch"|"SX63@H-QdBtUt-tAvwNA"
"hakan.belden@edu.tbz.ch"|"cPbtM5-kaj2ZN-uy3nhu"
"celine.brunning@edu.tbz.ch"|"tLLUUf-cv13@V-p5oyoX"
"anael.lapides@edu.tbz.ch"|"SaPcDu-Aq7ozV-Tvw4hU"
"ruo.saffran@edu.tbz.ch"|"zo#FP4-LlPEYR-qV%@Ub"
"loic.gerretsen@edu.tbz.ch"|"$plG1%-p$dEgF-LsnSc1"
"rui.fitzer@edu.tbz.ch"|"khv8dx-hgo$8Y-v@thXZ"
"annotee.ogers@edu.tbz.ch"|"6HAwC3-T3ig%U-TKlk6u"
"boerje.bindin@edu.tbz.ch"|"%2y@zT-zA$HlP-4NXDf%"
"ma.cronchey@edu.tbz.ch"|"J4z#7T-vP90S0-aECT5Q"
"laurelie.baiyle@edu.tbz.ch"|"euDFzY-s54Us9-GcQlUB"
"dorothee.older@edu.tbz.ch"|"mmw0LD-h7M03s-m4Pjcz"
"laurena.wile@edu.tbz.ch"|"HLCeO4-w7Lsj%-PoCqZx"
"clemence.brito@edu.tbz.ch"|"yXBVvy-f2rhg&-5Xv#f$"
"nadege.dallin@edu.tbz.ch"|"Rqs2N0-q%GAj3-AewEQt"
"mailis.matley@edu.tbz.ch"|"eeyAKx-WKxtAJ-P9ob7y"
"daniele.screaton@edu.tbz.ch"|"EGrbev-#FKHIJ-RnjBLY"
"mediamass.godly@edu.tbz.ch"|"2CMm0p-KX5pOj-coIT5F"
"leone.kremer@edu.tbz.ch"|"gWs7VX-N$jxsz-FnmZQ&"
"asa.adrian@edu.tbz.ch"|"brUJOE-%IU@gk-ZT#b01"
"adele.doley@edu.tbz.ch"|"gnfVxE-3MF#iX-bC49E2"
"fei.sidney@edu.tbz.ch"|"VBdt&4-Q1lLQN-UGlpM8"
"marie-josee.walisiak@edu.tbz.ch"|"c0e%Xn-dHmYf%-c4GKw1"
"desiree.diplock@edu.tbz.ch"|"CZ8UPo-O8b3h1-zbAqHr"
"gisele.schust@edu.tbz.ch"|"tuGkfU-ciHF9s-lr9L6X"
"ma.longshaw@edu.tbz.ch"|"r6wsDO-yfVooX-CdP5Xi"
"da.boother@edu.tbz.ch"|"iTQ5bz-en5Bao-Fn%wIK"
"simplifies.chaudhry@edu.tbz.ch"|"wZI@Se-FU&$Ri-Py9xw8"
"garcon.baniard@edu.tbz.ch"|"S9spPi-fD$joc-I0hkcs"
"gaetane.elphee@edu.tbz.ch"|"i12XSG-NBQcj9-9RfXPh"
"gisele.hassey@edu.tbz.ch"|"#wZ0HM-vufpcT-gpjoCe"
"oceanne.booley@edu.tbz.ch"|"THe$dR-KP3miB-jibRkE"
"oerjan.dibden@edu.tbz.ch"|"RWuoFM-H&LYJa-YIuX5T"
"regine.ocleary@edu.tbz.ch"|"xTp3XT-2k%Cog-MoXf1a"
"selene.persse@edu.tbz.ch"|"$NvPfb-Vmxclr-tNEsFi"
"helena.adenot@edu.tbz.ch"|"E2lZJY-0nuQkE-btxsVE"
"maelann.wassung@edu.tbz.ch"|"uWz@pF-vluoG@-fLUaHH"
"frederique.ackermann@edu.tbz.ch"|"C2D8OO-waTDld-D93UKq"
"audreanne.kahen@edu.tbz.ch"|"vO6D$P-&Gq3#u-E4O6VR"
"maiwenn.lasty@edu.tbz.ch"|"4@N6hs-vW&tHk-BQ1cFQ"
"yu.dictus@edu.tbz.ch"|"mNSF5&-JGipa9-YCwQpW"
"anae.dukes@edu.tbz.ch"|"5UG5g8-6agiik-5gPjfz"
"yenora.warr@edu.tbz.ch"|"mvkCHT-oQ4SMo-vacctm"
"esbjoern.archibold@edu.tbz.ch"|"Fh$K2U-lnnlM$-D0JA$6"
"milena.pardal@edu.tbz.ch"|"bnN6O$-jkuLPe-bcInR$"
"celestine.graveston@edu.tbz.ch"|"9&usPc-pb4E%j-Ib%MiV"
