"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"EYdnTk-Arcz$s-kZ315k"
"angele.edgecumbe@edu.tbz.ch"|"Q02W0t-IH4cTB-1XPeqe"
"zhi.andreasson@edu.tbz.ch"|"Mt7DP&-vlp1Xk-Bt#0de"
"judicael.koppeck@edu.tbz.ch"|"@aBhsz-2rU8h$-nNJ5qr"
"berengere.capron@edu.tbz.ch"|"uFEPFl-XwPjr%-mbV@v8"
"leonie.brosini@edu.tbz.ch"|"qC%k0E-Pbi6fg-KmOgBM"
"venus.garfit@edu.tbz.ch"|"zYT1GM-ut3y%R-rA6eOe"
"melina.janota@edu.tbz.ch"|"6DQqQo-rIJerN-lyMsJ3"
"laurene.bake@edu.tbz.ch"|"B258wQ-39Ut&s-gCTDf5"
"regine.dorkins@edu.tbz.ch"|"i7rctU-LxRVO6-35mZfE"
"cecile.moffet@edu.tbz.ch"|"fgeU4v-dVFOMw-&XWRQ3"
"maelann.labrone@edu.tbz.ch"|"WGCMmr-XT@AvZ-TltkL7"
"melinda.newbold@edu.tbz.ch"|"ra4tTo-#uKSnC-F%UuW6"
"mans.itzhak@edu.tbz.ch"|"@LQHxN-0lAesF-rGI%KL"
"melodie.pattlel@edu.tbz.ch"|"dtGPKf-dpBl&M-%nu5oA"
"celine.bonett@edu.tbz.ch"|"&HnG$r-stwk9$-2Fs5W3"
"adelie.mcgreal@edu.tbz.ch"|"Tw47p4-KPZjnN-2CmMyl"
"helene.soldan@edu.tbz.ch"|"SLRtx8-0h7ify-S2NiUl"
"michele.cluer@edu.tbz.ch"|"3Qmgqg-W1zujB-f$JbDu"
"maeline.mueller@edu.tbz.ch"|"sm3Rpc-q27Tq%-Hb@PQE"
"maelann.benedito@edu.tbz.ch"|"2ezpuB-@XtXhe-awNMSh"
"nuo.gransden@edu.tbz.ch"|"LSWA$1-YvcbH#-u97QNd"
"berengere.stainton@edu.tbz.ch"|"CkW%fN-L6UoWV-Sb2kxE"
"wa.sabater@edu.tbz.ch"|"gtoIHJ-#Sa1tC-s5j@bZ"
"anais.cochran@edu.tbz.ch"|"gdx5WH-tn5$@w-VfY68#"
"gerald.bessant@edu.tbz.ch"|"b@EetL-8ymV1b-1nO3ie"
"ruo.coffin@edu.tbz.ch"|"oCiPW%-Q@R%$G-@ZhnHS"
"melodie.mustill@edu.tbz.ch"|"cmMgKA-SlLtJX-dyCqCs"
"ruo.stanesby@edu.tbz.ch"|"iDyN#F-nKJO8U-TEwy3c"
"noemie.antognelli@edu.tbz.ch"|"xuXo6N-X6effy-vtWcuX"
"maelann.hughson@edu.tbz.ch"|"$jIlHt-V#2Qws-GZayN5"
"milena.mieville@edu.tbz.ch"|"WieqPa-42dfR7-4iRCz2"
"mailys.chamberlin@edu.tbz.ch"|"&FpORf-@n$QFO-zLbvuP"
"nadege.tomalin@edu.tbz.ch"|"S3iyxz-jZB#58-&bxwS4"
"oceane.omara@edu.tbz.ch"|"SAYzV2-oU6#3s-684zfy"
"cecile.aguirrezabala@edu.tbz.ch"|"oNYi#E-KC6lG#-4LSV2J"
"maella.gwillim@edu.tbz.ch"|"%Aaa7b-mSotHc-C&T#jY"
