"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"v$2LHD-csg4HM-p1uuN8"
"angele.edgecumbe@edu.tbz.ch"|"Rn4vjf-YCTDIm-8zMs05"
"zhi.andreasson@edu.tbz.ch"|"j$#Lud-l9A$5n-0mko0y"
"judicael.koppeck@edu.tbz.ch"|"Ec#H&7-qkq4PQ-VECK65"
"berengere.capron@edu.tbz.ch"|"$@%2ei-$yjOcv-z7&ERK"
"leonie.brosini@edu.tbz.ch"|"gU4yDe-9yee7R-LrCn6K"
"venus.garfit@edu.tbz.ch"|"spXFFb-33kPlT-rG44DK"
"melina.janota@edu.tbz.ch"|"7tdgrm-6ihoqA-&X2LQU"
"laurene.bake@edu.tbz.ch"|"P4naC8-rdiAvA-goV%JA"
"regine.dorkins@edu.tbz.ch"|"Hm86qk-zdnKM4-K%zoHW"
"cecile.moffet@edu.tbz.ch"|"@rJ7Zd-pTPQAe-5D%r0w"
"maelann.labrone@edu.tbz.ch"|"E@Cfsd-6C4SXM-LFCtlL"
"melinda.newbold@edu.tbz.ch"|"IAkxjP-WYn6x0-w@6aVA"
"mans.itzhak@edu.tbz.ch"|"KKDg$Z-cxu4aY-EC8Z&T"
"melodie.pattlel@edu.tbz.ch"|"bwk&#R-BpkUYf-U4%o3t"
"celine.bonett@edu.tbz.ch"|"rs2AZJ-K90az%-ieupf4"
"adelie.mcgreal@edu.tbz.ch"|"g9IXWx-K6Scr&-$xGo#g"
"helene.soldan@edu.tbz.ch"|"cXzFpm-ar&t02-xEq$EE"
"michele.cluer@edu.tbz.ch"|"Q1RfUK-7ZQ2ZG-aXvJ1R"
"maeline.mueller@edu.tbz.ch"|"MgKODU-SQvET%-21Dyj8"
"maelann.benedito@edu.tbz.ch"|"5vDaDm-UTApho-u7tcNG"
"nuo.gransden@edu.tbz.ch"|"Ik9npL-Zr$zda-srIG9e"
"berengere.stainton@edu.tbz.ch"|"qwUaSr-oV@GKi-ZCWZ3r"
"wa.sabater@edu.tbz.ch"|"842IqX-M#lq2Z-2PAItM"
"anais.cochran@edu.tbz.ch"|"2bCp1D-MsXkli-wB3Q&1"
"gerald.bessant@edu.tbz.ch"|"VK59D$-&&rRvs-t5nVtC"
"ruo.coffin@edu.tbz.ch"|"8E27uq-#aK&Qs-ck%lqW"
"melodie.mustill@edu.tbz.ch"|"Cft1e#-7CgZ3g-JdQvEs"
"ruo.stanesby@edu.tbz.ch"|"C4p54b-e1P#%W-QBRw%#"
"noemie.antognelli@edu.tbz.ch"|"3pAVUe-WiMXgA-OCk5ad"
"maelann.hughson@edu.tbz.ch"|"dmNgvD-SosYUt-wY6YKi"
"milena.mieville@edu.tbz.ch"|"zNL5Ln-#x$Z62-67oZ1i"
