"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"lPD$CB-sSAuIX-DDeh$S"
"angele.edgecumbe@edu.tbz.ch"|"0P76QS-2xy8l$-GMS%xb"
"zhi.andreasson@edu.tbz.ch"|"o0XI4#-loxKiN-hSE1PD"
"judicael.koppeck@edu.tbz.ch"|"fL#rMV-&m9Drm-VvdDx6"
"berengere.capron@edu.tbz.ch"|"k9NFuv-5A9jFt-8DQ$1E"
"leonie.brosini@edu.tbz.ch"|"N@&&Q&-P01LCw-zq68bi"
"venus.garfit@edu.tbz.ch"|"Qspp%H-YUmY88-YN$&H6"
"melina.janota@edu.tbz.ch"|"mkQoDG-Rnzeie-qr3tsp"
"laurene.bake@edu.tbz.ch"|"&SJC7y-AA#cKq-AhK8Oe"
"regine.dorkins@edu.tbz.ch"|"G&q&6@-skoWEx-jW$HCZ"
"cecile.moffet@edu.tbz.ch"|"wux%7V-dta&a$-q8z2aS"
"maelann.labrone@edu.tbz.ch"|"7agCn8-GDr5vA-jI5hjr"
"melinda.newbold@edu.tbz.ch"|"Ffu$Nm-K$Dm80-YqLQml"
"mans.itzhak@edu.tbz.ch"|"X9yG5f-eci25A-qWoYFf"
"melodie.pattlel@edu.tbz.ch"|"uZZbi0-kITILZ-udGF4b"
"celine.bonett@edu.tbz.ch"|"rKsQmb-KRP6pS-aqv0gF"
"adelie.mcgreal@edu.tbz.ch"|"ZCqFLe-tpGtX3-k1MsG6"
"helene.soldan@edu.tbz.ch"|"6xUige-7TCPek-vAiEsn"
"michele.cluer@edu.tbz.ch"|"QhYACh-Zuwzd9-4xMpo8"
"maeline.mueller@edu.tbz.ch"|"qcl%5S-dHp9gL-zAxBLy"
"maelann.benedito@edu.tbz.ch"|"0StFsb-qH0cCn-ELV1O4"
"nuo.gransden@edu.tbz.ch"|"ngBXBI-BYSQM6-dzLV2E"
"berengere.stainton@edu.tbz.ch"|"1OzceJ-Zl68Kz-fah1HW"
"wa.sabater@edu.tbz.ch"|"NOCSt9-k9G3Jg-k8NHEj"
"anais.cochran@edu.tbz.ch"|"SGHSwO-I34Rk5-fIqCtv"
"gerald.bessant@edu.tbz.ch"|"ky4xCE-x57#Y&-&U1lZM"
