"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"jZAoum-5&1XnD-ZYfkKu"
"angele.edgecumbe@edu.tbz.ch"|"gU##Uk-1u#RMw-xCqLvg"
"zhi.andreasson@edu.tbz.ch"|"f$gvMm-@5X7nj-hZ38qr"
"judicael.koppeck@edu.tbz.ch"|"8kv7g@-iYL8u&-7pPhoC"
"berengere.capron@edu.tbz.ch"|"n1O$Yx-9sdZ%c-9@#fw4"
"leonie.brosini@edu.tbz.ch"|"ny5l@x-ylYOQk-dCUMwO"
"venus.garfit@edu.tbz.ch"|"Y34Svr-1T5fAJ-IITamf"
"melina.janota@edu.tbz.ch"|"#e9LXH-nxOE06-FBOm3U"
"laurene.bake@edu.tbz.ch"|"zfNX#o-bwEXsR-Sy2K9c"
"regine.dorkins@edu.tbz.ch"|"Wifz1I-7VQ%7N-XJIwBx"
"cecile.moffet@edu.tbz.ch"|"%vJiqd-%oDkKS-8Q$y3D"
"maelann.labrone@edu.tbz.ch"|"&wbETb-JHij95-vzrijj"
"melinda.newbold@edu.tbz.ch"|"7A#80z-@%3Wbx-oTho30"
"mans.itzhak@edu.tbz.ch"|"gtHc3A-t8Hx6Y-bmTwPC"
"melodie.pattlel@edu.tbz.ch"|"03$l0G-C#1onZ-ooZwmN"
"celine.bonett@edu.tbz.ch"|"kbHk#a-LY5F5f-XUvtNl"
"adelie.mcgreal@edu.tbz.ch"|"ssnwal-Cow6OM-wtallg"
"helene.soldan@edu.tbz.ch"|"lytK#Q-ePVd%K-qcnfNK"
"michele.cluer@edu.tbz.ch"|"4UvtbK-t2AfDp-aOpwwf"
"maeline.mueller@edu.tbz.ch"|"fKjx4P-Mi@rLo-54dQnC"
"maelann.benedito@edu.tbz.ch"|"#oM0py-9clNHX-LYHZoy"
"nuo.gransden@edu.tbz.ch"|"HfsqTa-RS1lNK-PnbGMx"
"berengere.stainton@edu.tbz.ch"|"@3Jkci-QVJQHW-kpZJ6j"
"wa.sabater@edu.tbz.ch"|"2IZtfa-8h%qpK-&8mf#@"
"anais.cochran@edu.tbz.ch"|"z%hFYK-eRqMw%-devu@G"
"gerald.bessant@edu.tbz.ch"|"iMo34Y-y7KeSP-zkWbiu"
"ruo.coffin@edu.tbz.ch"|"eU3SdY-YuK#T6-vQSVKy"
"melodie.mustill@edu.tbz.ch"|"MY3JpK-F1@ATq-W@Dce9"
"ruo.stanesby@edu.tbz.ch"|"U9vnEF-&4pIKs-th@@zt"
"noemie.antognelli@edu.tbz.ch"|"uncE&9-to5#Wv-@FC$lB"
"maelann.hughson@edu.tbz.ch"|"M28MCH-mw$igs-&%U971"
"milena.mieville@edu.tbz.ch"|"b&c%x8-9N&EIK-GtdTD1"
"mailys.chamberlin@edu.tbz.ch"|"Y1Al1j-DaMkS9-rH1Y3V"
"nadege.tomalin@edu.tbz.ch"|"Z23%z&-11eTBB-Ph7DlT"
"oceane.omara@edu.tbz.ch"|"hqXc1m-MD$5GR-3kv2iU"
"cecile.aguirrezabala@edu.tbz.ch"|"4wRo62-zsRpM9-8lLCbA"
"maella.gwillim@edu.tbz.ch"|"Df&rzt-uYErG0-Yubo93"
"lea.mcgahey@edu.tbz.ch"|"WK$cRJ-GBF3Is-7Sj#iD"
"laurene.hagerty@edu.tbz.ch"|"sh6vQN-4HPDO3-vKXDSm"
"dorothee.link@edu.tbz.ch"|"udNjGF-m76bSZ-yv$e@1"
"clementine.kynsey@edu.tbz.ch"|"IDNjH0-OJ$EVa-gD&E5$"
"lorene.smitherman@edu.tbz.ch"|"54ZlN6-zK@8ae-lyII5G"
"cleopatre.klulicek@edu.tbz.ch"|"WEbvPe-15PJ%B-sL&bav"
"laurene.castaneda@edu.tbz.ch"|"SwtGwL-aTxidW-$yb%&u"
"melia.constant@edu.tbz.ch"|"Kb@zP3-5rD1mm-N9M@78"
"lucrece.clunie@edu.tbz.ch"|"597uX8-%9hKx4-%qDX4r"
"eleonore.mcmurthy@edu.tbz.ch"|"GZ3iqD-auQ88@-$OrPT5"
"melia.bevar@edu.tbz.ch"|"0nNq22-ryNf0w-atCt%n"
"camelia.bontine@edu.tbz.ch"|"JCiDyr-2Eww&%-cy8PVE"
"methode.jozefczak@edu.tbz.ch"|"m9eVmk-&tpL1$-#&M%4U"
