"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"bJkoba-&PU9xS-dDWVoC"
"angele.edgecumbe@edu.tbz.ch"|"t70&ci-gWyeh8-m2Oi6G"
"zhi.andreasson@edu.tbz.ch"|"jh9LK7-HXWbX7-5Pe741"
"judicael.koppeck@edu.tbz.ch"|"GzssUJ-&7EFmY-$teOtr"
"berengere.capron@edu.tbz.ch"|"cdk1ny-4lgsGp-WDIgVR"
"leonie.brosini@edu.tbz.ch"|"&lTsg6-%80Xbg-&M2kHs"
"venus.garfit@edu.tbz.ch"|"9$b&pi-Tt9XS&-RCQG&J"
"melina.janota@edu.tbz.ch"|"3qEiuN-iTdjx8-Tav2jF"
"laurene.bake@edu.tbz.ch"|"XPaTGa-%6p#SB-@aTUTs"
"regine.dorkins@edu.tbz.ch"|"4CvqHR-L1Z1Q2-TPyV5J"
"cecile.moffet@edu.tbz.ch"|"c$#oYy-1FbChA-W$cj7n"
"maelann.labrone@edu.tbz.ch"|"0MhRNj-bod9tR-QGM8QW"
"melinda.newbold@edu.tbz.ch"|"amwVSj-teaZpQ-vEUTsO"
"mans.itzhak@edu.tbz.ch"|"NXHTg4-6iDp6e-uR@p5K"
"melodie.pattlel@edu.tbz.ch"|"MCMhWs-Cjw@km-im04e2"
"celine.bonett@edu.tbz.ch"|"ovVw4W-VEP4qW-lm1vm3"
"adelie.mcgreal@edu.tbz.ch"|"%ce9SG-OTNoTl-iN0O7f"
"helene.soldan@edu.tbz.ch"|"1VEsTW-JVUabQ-8gZsdy"
"michele.cluer@edu.tbz.ch"|"Kp7lgS-XR@B8F-vVUacU"
"maeline.mueller@edu.tbz.ch"|"K#rHOo-aX3e7s-W8%a9E"
"maelann.benedito@edu.tbz.ch"|"PvNoYN-n1&KYT-Exitnd"
"nuo.gransden@edu.tbz.ch"|"Fv7D&N-XnAmJ1-5i#S5K"
"berengere.stainton@edu.tbz.ch"|"zSKYKz-9@DKHn-ujAKga"
