"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"JmZLeJ-zBe7Lb-WLQ7Ld"
"angele.edgecumbe@edu.tbz.ch"|"hxSFwH-AN2gvN-EIM7RC"
"zhi.andreasson@edu.tbz.ch"|"Tq8IsA-JOo&Wa-M0sIa%"
"judicael.koppeck@edu.tbz.ch"|"wJWvWm-$cwSeK-rKL2i5"
"berengere.capron@edu.tbz.ch"|"163sVL-hK0zZo-6JLv##"
"leonie.brosini@edu.tbz.ch"|"I3WFa7-cYtpac-KXqMh9"
"venus.garfit@edu.tbz.ch"|"1ZgB@E-#rsQYg-Fzrx%1"
"melina.janota@edu.tbz.ch"|"EW#bPb-FNglnj-K$gDRz"
"laurene.bake@edu.tbz.ch"|"h5QaPh-&QNJkI-MvWWpJ"
"regine.dorkins@edu.tbz.ch"|"Ix1W7f-Nc@aWn-ZmkNSN"
"cecile.moffet@edu.tbz.ch"|"Hw#c2J-6aE0Gk-l52Nih"
"maelann.labrone@edu.tbz.ch"|"ZdxQ8g-ZeEaKs-#OOrJI"
"melinda.newbold@edu.tbz.ch"|"3bqC@u-%kOZOr-06tv3h"
"mans.itzhak@edu.tbz.ch"|"Q%6YR#-RM4%4l-gDmNOj"
"melodie.pattlel@edu.tbz.ch"|"HBZma9-q$0&3y-Nbb1Dm"
"celine.bonett@edu.tbz.ch"|"wZstpc-ua#bYs-5J9%hP"
"adelie.mcgreal@edu.tbz.ch"|"9I0IxO-El9KeG-OgIk7g"
"helene.soldan@edu.tbz.ch"|"U4rJqq-Z58T0u-@hGi1X"
"michele.cluer@edu.tbz.ch"|"NtUr9K-yb5k4F-4CHO7b"
"maeline.mueller@edu.tbz.ch"|"$$xqeW-wVJuAz-x8mklM"
"maelann.benedito@edu.tbz.ch"|"4p0Kxp-JZaAkk-i@R50&"
"nuo.gransden@edu.tbz.ch"|"Sn3300-rO7Me$-HF49Dn"
"berengere.stainton@edu.tbz.ch"|"vJTQjm-0sweN%-guI&xg"
"wa.sabater@edu.tbz.ch"|"M$uhTI-e93NpV-3F%m0&"
"anais.cochran@edu.tbz.ch"|"W7eumY-dePJ5X-ucucoG"
"gerald.bessant@edu.tbz.ch"|"ms$tdV-DMdmcR-SBtn@3"
"ruo.coffin@edu.tbz.ch"|"Rw&nex-zxXz8U-FWll3B"
"melodie.mustill@edu.tbz.ch"|"x7knxC-CaUWXV-G4rOVW"
"ruo.stanesby@edu.tbz.ch"|"rEvC4k-o#VuvH-xte#Et"
"noemie.antognelli@edu.tbz.ch"|"E@$c1A-cLhstu-dsppg@"
"maelann.hughson@edu.tbz.ch"|"1lne1o-n7JlWM-NYG4Ip"
"milena.mieville@edu.tbz.ch"|"9ex19u-QOojoU-@MFPa&"
"mailys.chamberlin@edu.tbz.ch"|"AeGaLo-0Lo1to-qiFw8U"
"nadege.tomalin@edu.tbz.ch"|"d&T6mV-X1OZss-#u@3Hp"
"oceane.omara@edu.tbz.ch"|"xnR@aB-8a9X&3-IBJF27"
"cecile.aguirrezabala@edu.tbz.ch"|"EEFrq0-MDqGfQ-dasd&3"
"maella.gwillim@edu.tbz.ch"|"cttm8e-Xtx#5#-8FcKPY"
"lea.mcgahey@edu.tbz.ch"|"%791Zy-Jl645i-sAihLA"
"laurene.hagerty@edu.tbz.ch"|"m8IxSf-jPxKhN-fCf@Px"
"dorothee.link@edu.tbz.ch"|"IihIjM-%BHxF2-M#Xp@E"
"clementine.kynsey@edu.tbz.ch"|"8UOfiM-UnVWki-F9Zz6F"
"lorene.smitherman@edu.tbz.ch"|"BRjAbA-tZ8$AA-tOC81z"
"cleopatre.klulicek@edu.tbz.ch"|"0obu6K-G8XO1N-DDKYBi"
"laurene.castaneda@edu.tbz.ch"|"uMRyHD-fO#Nw$-sjzk3k"
"melia.constant@edu.tbz.ch"|"iepOFk-bCLGBa-Vqvm6K"
"lucrece.clunie@edu.tbz.ch"|"06Gqb0-h4x6ZD-8P8%lU"
"eleonore.mcmurthy@edu.tbz.ch"|"EZCW7o-siRx6H-P3PJ2g"
"melia.bevar@edu.tbz.ch"|"l5NvPf-4JVyTu-wJlBuT"
"camelia.bontine@edu.tbz.ch"|"1Y0K0K-ud%Krr-$NrkBb"
"methode.jozefczak@edu.tbz.ch"|"lzsB1X-B5FOTG-KFdl&p"
