"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"FWuYZJ-OS0z&D-gfqYEZ"
"angele.edgecumbe@edu.tbz.ch"|"m1ffec-Dp%FeF-K0H4Df"
"zhi.andreasson@edu.tbz.ch"|"0Qri1D-Nk7x8R-oh#t5v"
"judicael.koppeck@edu.tbz.ch"|"R%sAcf-8Imlb1-P#IOgE"
"berengere.capron@edu.tbz.ch"|"zKTqNS-cKGVcz-lRCqN6"
"leonie.brosini@edu.tbz.ch"|"&gdkK$-a8bt60-wLTsC$"
"venus.garfit@edu.tbz.ch"|"JSNRjc-4qqZ#a-FF@Ziu"
"melina.janota@edu.tbz.ch"|"qt%0Cc-FFdJC0-yDf@oy"
"laurene.bake@edu.tbz.ch"|"pZRHxa-APKL3o-41C%jk"
"regine.dorkins@edu.tbz.ch"|"GI4dZL-N4Zp@0-m67prA"
"cecile.moffet@edu.tbz.ch"|"Ft7&t#-Bl7BL9-@j4Lvk"
"maelann.labrone@edu.tbz.ch"|"an$w9W-eEED#b-AzjrDj"
"melinda.newbold@edu.tbz.ch"|"9YR4$&-kZpgpl-KTTKY9"
"mans.itzhak@edu.tbz.ch"|"7bu0MM-4FkOuD-BV#TGe"
"melodie.pattlel@edu.tbz.ch"|"OZQl3z-2LW%32-eJ8ivF"
"celine.bonett@edu.tbz.ch"|"4sV7&d-SHwTDy-wR50AG"
"adelie.mcgreal@edu.tbz.ch"|"afpk4O-cbC887-DWlNK9"
"helene.soldan@edu.tbz.ch"|"2xUDxm-4lhBLK-7sU6nN"
"michele.cluer@edu.tbz.ch"|"aeTMNd-l0a2D$-HVxDix"
"maeline.mueller@edu.tbz.ch"|"g#n4vT-j1Js8h-q5HfQ4"
"maelann.benedito@edu.tbz.ch"|"VWV$1t-AP7zVh-ILtMmH"
"nuo.gransden@edu.tbz.ch"|"@mk87S-yRcc&V-MabSjU"
"berengere.stainton@edu.tbz.ch"|"HQXuVM-uCpf42-fP9Ury"
"wa.sabater@edu.tbz.ch"|"R9iq$D-K$6xff-Yug#mt"
"anais.cochran@edu.tbz.ch"|"56YUCI-ZthQyl-MTEuim"
"gerald.bessant@edu.tbz.ch"|"tFIhhw-KzETuL-jfm42W"
"ruo.coffin@edu.tbz.ch"|"SkWHDP-0@q4yq-NsRmEj"
"melodie.mustill@edu.tbz.ch"|"X3KCTO-pfzEST-jFKQze"
"ruo.stanesby@edu.tbz.ch"|"NLIW9p-YwxM8Q-jKi3UB"
"noemie.antognelli@edu.tbz.ch"|"v5krFi-8DSWP%-XkYk5b"
"maelann.hughson@edu.tbz.ch"|"3mU8PX-@@rork-HvflUB"
"milena.mieville@edu.tbz.ch"|"czTBv7-eKC9Le-joUssL"
"mailys.chamberlin@edu.tbz.ch"|"m3Ic$2-wetj0G-oRY$8m"
"nadege.tomalin@edu.tbz.ch"|"4kBrvK-d$eYxY-$xwtNn"
"oceane.omara@edu.tbz.ch"|"5YF1K#-NxWr1H-N0j1VB"
"cecile.aguirrezabala@edu.tbz.ch"|"x%UWfw-VTHHoF-HPVyar"
"maella.gwillim@edu.tbz.ch"|"kBcxUv-JcFhMa-e2bzdn"
"lea.mcgahey@edu.tbz.ch"|"kOYTpX-2ACb7Y-UYftP3"
"laurene.hagerty@edu.tbz.ch"|"uJQ%yG-B4mJkO-&S4Ded"
"dorothee.link@edu.tbz.ch"|"ycVYnl-#m0PRx-ZKokeu"
"clementine.kynsey@edu.tbz.ch"|"kkmXwo-Lhkb0j-1CR5$a"
"lorene.smitherman@edu.tbz.ch"|"NU1&tk-Jyq8kr-HUIJ8C"
"cleopatre.klulicek@edu.tbz.ch"|"@w$Jzi-BaOFLb-0QcTO9"
"laurene.castaneda@edu.tbz.ch"|"n53nQe-YiXoPc-b5we@0"
"melia.constant@edu.tbz.ch"|"DH4&LE-YGtBDr-xWO1RB"
"lucrece.clunie@edu.tbz.ch"|"CMGZnZ-RRHFQZ-BDRGyQ"
"eleonore.mcmurthy@edu.tbz.ch"|"W3n$Wx-ssewj2-IcxYhQ"
"melia.bevar@edu.tbz.ch"|"W@$$0j-JVphON-XBaFu7"
"camelia.bontine@edu.tbz.ch"|"Z6erdY-AGKaaz-gg2LWY"
"methode.jozefczak@edu.tbz.ch"|"j&3x3q-Xw8tgh-0Y55N&"
"audreanne.hinsche@edu.tbz.ch"|"Kf9Fix-AgLP5X-@$eM4K"
"andree.varne@edu.tbz.ch"|"57vaZb-vFwZyJ-1TGGcJ"
"marten.kinleyside@edu.tbz.ch"|"#U4V$%-4gThOT-GTWogg"
"esteve.mcewan@edu.tbz.ch"|"9ukQ$J-KSR%jn-UXECSR"
"leane.dibbert@edu.tbz.ch"|"n6C#1M-$HNAvi-TQngGS"
