"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"7E0WRI-q64594-XjmtJ6"
"angele.edgecumbe@edu.tbz.ch"|"GV3oUW-a%z3fM-d4CHU#"
"zhi.andreasson@edu.tbz.ch"|"Cj1%1Y-NNZnrq-e7UGsX"
"judicael.koppeck@edu.tbz.ch"|"su8SH1-KAgcvn-3Rjrbk"
"berengere.capron@edu.tbz.ch"|"3MlwZ8-GxnVRY-XeDrqb"
"leonie.brosini@edu.tbz.ch"|"qs9ZbG-pi2ibx-q8wC3B"
"venus.garfit@edu.tbz.ch"|"rwyn@K-LwGltL-sNhafo"
"melina.janota@edu.tbz.ch"|"o8vubh-pRUFIv-h389sV"
"laurene.bake@edu.tbz.ch"|"g6CPWG-w7Ens5-U&WJrz"
"regine.dorkins@edu.tbz.ch"|"xAgegx-vOsje$-0Dc5oK"
"cecile.moffet@edu.tbz.ch"|"KWdf6R-BZdjDF-84VIjx"
"maelann.labrone@edu.tbz.ch"|"EtUx9O-ZhPqy%-BM4iT#"
"melinda.newbold@edu.tbz.ch"|"fVEmcO-MySa@7-ANcM@J"
"mans.itzhak@edu.tbz.ch"|"gO5IXX-RhCba2-3leUMh"
"melodie.pattlel@edu.tbz.ch"|"OGNgZY-adhq8s-Aq8x7K"
"celine.bonett@edu.tbz.ch"|"uF4YsZ-X5%lJl-a6y@2L"
"adelie.mcgreal@edu.tbz.ch"|"WCNuJb-QbZ4cr-7RIMeq"
"helene.soldan@edu.tbz.ch"|"F0KdTf-Bts9ZM-Oo$K6J"
"michele.cluer@edu.tbz.ch"|"VAl@QI-myW385-6@BeeU"
"maeline.mueller@edu.tbz.ch"|"25o@oa-qef@8H-1x7Lkx"
"maelann.benedito@edu.tbz.ch"|"%TAJ7N-MDTFCt-b1MMwg"
"nuo.gransden@edu.tbz.ch"|"y7Jvet-tnm4t3-INd6uE"
"berengere.stainton@edu.tbz.ch"|"BaRuqp-DGT$&s-3b@lRd"
"wa.sabater@edu.tbz.ch"|"crYIB#-OyiTXI-NTi8fJ"
"anais.cochran@edu.tbz.ch"|"Pv28Q5-4pHNUG-Ac6ZCY"
"gerald.bessant@edu.tbz.ch"|"ZQUpRg-MW%YmX-jwfVb&"
"ruo.coffin@edu.tbz.ch"|"#IMVZl-HXXI1x-Z93@#k"
"melodie.mustill@edu.tbz.ch"|"d$W4dL-nZMFWQ-zkva2C"
"ruo.stanesby@edu.tbz.ch"|"ZVvQDY-pJlyYb-r1mXkK"
"noemie.antognelli@edu.tbz.ch"|"xQgFA@-5sAAdV-BWyFcy"
"maelann.hughson@edu.tbz.ch"|"v2qD#O-smUNUI-&HiEfn"
"milena.mieville@edu.tbz.ch"|"Bhfg25-Kxeq5c-gEkyJj"
"mailys.chamberlin@edu.tbz.ch"|"&87r3l-&@pYlJ-thShsc"
"nadege.tomalin@edu.tbz.ch"|"d&0l&B-AASDPv-$lRrQi"
"oceane.omara@edu.tbz.ch"|"x86EhM-PuEm4Q-MBCjnH"
"cecile.aguirrezabala@edu.tbz.ch"|"s12&&%-GgLl@D-&vxAOS"
"maella.gwillim@edu.tbz.ch"|"cgZI6f-Hj$E%&-L0e#59"
"lea.mcgahey@edu.tbz.ch"|"DsBlAx-fNWuST-SRdwrk"
"laurene.hagerty@edu.tbz.ch"|"YoOFMv-dCBOuB-42Cnmw"
"dorothee.link@edu.tbz.ch"|"B9Hetb-vxN0Lf-rEynYs"
"clementine.kynsey@edu.tbz.ch"|"vwNo0Y-mVlBeA-Aq3@zb"
"lorene.smitherman@edu.tbz.ch"|"Pj%@CJ-7MDDbA-2k@opU"
"cleopatre.klulicek@edu.tbz.ch"|"6gC8aI-rw%IxR-5lXUqz"
"laurene.castaneda@edu.tbz.ch"|"B&$ISH-HpWki5-sHRQXr"
"melia.constant@edu.tbz.ch"|"&tiLu6-c8T#d4-PBB0k7"
"lucrece.clunie@edu.tbz.ch"|"p5DXOD-iTI7Qw-PA8cBb"
"eleonore.mcmurthy@edu.tbz.ch"|"w%vNXG-LMuie0-K$guRY"
"melia.bevar@edu.tbz.ch"|"D@gKF4-@D@Z7k-#AbGay"
"camelia.bontine@edu.tbz.ch"|"dZC7WV-MdP%rh-CK8Rtp"
"methode.jozefczak@edu.tbz.ch"|"90MCqA-jo4POc-UgesGh"
"audreanne.hinsche@edu.tbz.ch"|"ofEQdG-mVpz&N-D%@tv1"
"andree.varne@edu.tbz.ch"|"j#va5a-9qXY1s-L00xww"
"marten.kinleyside@edu.tbz.ch"|"3rUTtA-%ob1FA-CjsM97"
"esteve.mcewan@edu.tbz.ch"|"@hd3US-fcx7rq-SZJyFX"
"leane.dibbert@edu.tbz.ch"|"oOlv9#-pk#mjx-RPmYGa"
"ma.thewlis@edu.tbz.ch"|"O1MEjL-LBYgh2-MV#c6u"
"clea.djurkovic@edu.tbz.ch"|"AMvfAL-xRJiao-D63I&E"
"rachele.reburn@edu.tbz.ch"|"R3q6vb-zMf0Yj-$%5lxh"
"gerald.gowling@edu.tbz.ch"|"T8&%cw-nm&cmQ-vskT9E"
"cleopatre.jackson@edu.tbz.ch"|"mp2TZh-U$KKmj-$Gq$LJ"
"desiree.haskins@edu.tbz.ch"|"&2kOUY-gaf#ml-$dKvg#"
"eleonore.longson@edu.tbz.ch"|"UfelGm-iDX5Mu-qfOTaf"
