"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"V5h&I2-0Wl2PY-N7T2Rn"
"angele.edgecumbe@edu.tbz.ch"|"28sSep-4M4m@f-#UixL$"
"zhi.andreasson@edu.tbz.ch"|"yWK%Oj-tXb%lM-Z@Snic"
"judicael.koppeck@edu.tbz.ch"|"0pdHvJ-gANW7z-vi27Gw"
"berengere.capron@edu.tbz.ch"|"UQt%p9-nPnKgu-aT9LoE"
"leonie.brosini@edu.tbz.ch"|"X&UsyL-x%UTI%-xMt@qk"
"venus.garfit@edu.tbz.ch"|"R6akWx-OfK&Dv-KFnIhX"
"melina.janota@edu.tbz.ch"|"yuTDqi-#mdZN2-l1EKjV"
"laurene.bake@edu.tbz.ch"|"qXM366-s9NBZB-m41J%e"
"regine.dorkins@edu.tbz.ch"|"3n5dXd-2XM6AT-OtR9Or"
"cecile.moffet@edu.tbz.ch"|"uSsbf@-PA3hVD-lih&Z2"
"maelann.labrone@edu.tbz.ch"|"lXaFV@-E226kZ-zE9DBf"
"melinda.newbold@edu.tbz.ch"|"@bVAJV-0axeKH-onXU#c"
"mans.itzhak@edu.tbz.ch"|"o$xAVx-7KHUFH-AZlsx1"
"melodie.pattlel@edu.tbz.ch"|"J#@B4I-4x@9yb-ng7xW#"
"celine.bonett@edu.tbz.ch"|"Q1UnRX-xP1$3U-Y3gRH6"
"adelie.mcgreal@edu.tbz.ch"|"jcXU7h-T#%30P-5yK5%L"
"helene.soldan@edu.tbz.ch"|"eXkmi7-GAwLxj-PuLjhS"
"michele.cluer@edu.tbz.ch"|"@WXotr-ml2K&9-kyYVcd"
"maeline.mueller@edu.tbz.ch"|"UOIUPt-mxDlc$-kPRB7C"
"maelann.benedito@edu.tbz.ch"|"X1Fp#Q-Ulk1$W-KtBZa8"
"nuo.gransden@edu.tbz.ch"|"%6LwWH-7csfrI-lw8laR"
"berengere.stainton@edu.tbz.ch"|"%UV3%H-wUsij@-EvmHN8"
"wa.sabater@edu.tbz.ch"|"Kbe@if-hSG0xh-O&XLHm"
"anais.cochran@edu.tbz.ch"|"Ie@9AF-49b5fa-04nT#j"
"gerald.bessant@edu.tbz.ch"|"8kgpe1-mZSbwi-wEiJiV"
"ruo.coffin@edu.tbz.ch"|"ZlwNVF-LYAFO0-S8WSfu"
"melodie.mustill@edu.tbz.ch"|"1zsjUA-4n521e-XqHnWT"
"ruo.stanesby@edu.tbz.ch"|"ocJp46-u03Ri2-UbL41W"
"noemie.antognelli@edu.tbz.ch"|"hRsotH-fBX@U7-3GO$8W"
"maelann.hughson@edu.tbz.ch"|"&Y4g#b-t0AUkA-Fmwmw6"
"milena.mieville@edu.tbz.ch"|"apN5lK-RErkuG-GShqp2"
