"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"CcOwYz-4Vixw0-UdtSn3"
"angele.edgecumbe@edu.tbz.ch"|"frv%hT-Dq2bQi-EI3E0g"
"zhi.andreasson@edu.tbz.ch"|"M2E@Wd-wk%iPB-LqO94e"
"judicael.koppeck@edu.tbz.ch"|"4Y65ay-5Cappr-N0LZDg"
"berengere.capron@edu.tbz.ch"|"gYgNTJ-wzjFMb-XMI1TH"
"leonie.brosini@edu.tbz.ch"|"K8HuAo-SoTcqX-uw%HbO"
"venus.garfit@edu.tbz.ch"|"y&6wMh-LDC1#n-yhg#Cn"
"melina.janota@edu.tbz.ch"|"U$YiJ6-5JH&hy-y&sdAN"
"laurene.bake@edu.tbz.ch"|"BEbpZg-VQw#x%-tFx3ga"
"regine.dorkins@edu.tbz.ch"|"7#9kzy-KWMUVa-77jIG5"
"cecile.moffet@edu.tbz.ch"|"L&TkL8-rauRvs-nZxiFK"
"maelann.labrone@edu.tbz.ch"|"dwdMHe-r$BRNt-Lj#vIF"
"melinda.newbold@edu.tbz.ch"|"4$Rf6j-gISzeS-@3fU@@"
"mans.itzhak@edu.tbz.ch"|"Qdjp8s-vgnsy0-VGKuUx"
"melodie.pattlel@edu.tbz.ch"|"U6#nL@-#9Ir%i-s17H2B"
"celine.bonett@edu.tbz.ch"|"g66W0Y-PHwlVb-ZTgLWf"
"adelie.mcgreal@edu.tbz.ch"|"a867Dv-yel#VC-7DxLZC"
"helene.soldan@edu.tbz.ch"|"kb3ges-7nPae&-L&&wXu"
"michele.cluer@edu.tbz.ch"|"nXbQRu-k1sSNw-fDnNZ5"
"maeline.mueller@edu.tbz.ch"|"Ke6yfU-TMuzH3-UK1fja"
"maelann.benedito@edu.tbz.ch"|"T2KkxD-dpN8WS-Bvqshx"
"nuo.gransden@edu.tbz.ch"|"xN9pU&-uqGLwz-gEq0kW"
"berengere.stainton@edu.tbz.ch"|"sKtokI-#cWX$n-d26xO3"
"wa.sabater@edu.tbz.ch"|"eKYsuW-ce@9ji-xA41PW"
"anais.cochran@edu.tbz.ch"|"C2w&CS-BH69y1-hpP@bi"
"gerald.bessant@edu.tbz.ch"|"a4MWJv-0&yixX-$grdn#"
"ruo.coffin@edu.tbz.ch"|"Zvliqd-MeTLGZ-lmlZtJ"
"melodie.mustill@edu.tbz.ch"|"sPc8@Z-8o#FkG-tLm%38"
"ruo.stanesby@edu.tbz.ch"|"xrggRe-%OMTfe-1JBhQm"
"noemie.antognelli@edu.tbz.ch"|"OPXSAU-zSy@px-VpOZWv"
"maelann.hughson@edu.tbz.ch"|"sOF2FU-EA7h4H-vMOEUO"
"milena.mieville@edu.tbz.ch"|"K54&7#-rWph6u-#Nl4l$"
"mailys.chamberlin@edu.tbz.ch"|"pQNLi7-V1L%#i-s0cnqU"
"nadege.tomalin@edu.tbz.ch"|"yR#6lW-xeSpL1-f7peIy"
"oceane.omara@edu.tbz.ch"|"JICkpw-1dPDAs-oE5mz$"
"cecile.aguirrezabala@edu.tbz.ch"|"Gu&Z7d-o$B&mA-KhAAgw"
"maella.gwillim@edu.tbz.ch"|"9ZkbJy-hnC&kd-QHBxLA"
"lea.mcgahey@edu.tbz.ch"|"OobNAM-LBOLVC-i9xfKx"
"laurene.hagerty@edu.tbz.ch"|"NvKxr%-OfWStm-WR9g#@"
"dorothee.link@edu.tbz.ch"|"a186%L-y%SA#H-$@2ACz"
"clementine.kynsey@edu.tbz.ch"|"LYQDLe-d#$mcP-90OBDp"
"lorene.smitherman@edu.tbz.ch"|"vswHBK-Ml8Ndn-&oJn%Y"
"cleopatre.klulicek@edu.tbz.ch"|"oeq0Fp-bZgrV0-&2ouCJ"
