"email"|"password"
"melodie.vandervlies@edu.tbz.ch"|"Zc7JW3-sDnE5z-9Oxs$#"
"angele.edgecumbe@edu.tbz.ch"|"KaXQCf-tF8Tna-Fj0WA1"
"zhi.andreasson@edu.tbz.ch"|"j@zWqB-2uKXZE-kzPguo"
"judicael.koppeck@edu.tbz.ch"|"KBUVlc-cV3YbB-NE@aO5"
"berengere.capron@edu.tbz.ch"|"kAaX1R-xIozBJ-32RrY@"
"leonie.brosini@edu.tbz.ch"|"0GUn3K-0i51zU-Z0$bvs"
"venus.garfit@edu.tbz.ch"|"d&@Vhr-5wjK#V-kz1$Ud"
"melina.janota@edu.tbz.ch"|"xwvC7E-YY&OzH-%LpleB"
"laurene.bake@edu.tbz.ch"|"S%A#ao-%ZuE43-L%6akH"
"regine.dorkins@edu.tbz.ch"|"Q6827C-xrd0kb-LvbY&h"
"cecile.moffet@edu.tbz.ch"|"6Ud$qV-kKalyv-L$oFUx"
"maelann.labrone@edu.tbz.ch"|"fE9xg5-#zdfkB-2Z1@JQ"
"melinda.newbold@edu.tbz.ch"|"WBRyom-DPJVjt-aBWxh4"
"mans.itzhak@edu.tbz.ch"|"OobYcz-X7xvF1-iq#djp"
"melodie.pattlel@edu.tbz.ch"|"98j65r-44FdCm-drxRp0"
"celine.bonett@edu.tbz.ch"|"cKbMw%-sMxvyQ-AEWlTr"
"adelie.mcgreal@edu.tbz.ch"|"rGX11e-ur%0aS-P%byhK"
"helene.soldan@edu.tbz.ch"|"y6Yh8Z-LxifPS-aBJF5U"
"michele.cluer@edu.tbz.ch"|"TK2wGB-n8npGs-YtA&xD"
"maeline.mueller@edu.tbz.ch"|"%wf4gz-aeye3i-Yko9r6"
"maelann.benedito@edu.tbz.ch"|"1rwL4o-e5LwsY-bz5YiV"
"nuo.gransden@edu.tbz.ch"|"c#eB02-SNoT35-tJ#6zR"
"berengere.stainton@edu.tbz.ch"|"DJNlJl-t$v8Xv-rAPVh6"
"wa.sabater@edu.tbz.ch"|"mrRfn$-lvvjo1-adDy$K"
"anais.cochran@edu.tbz.ch"|"O9uZYm-mjXUNa-whno3Q"
"gerald.bessant@edu.tbz.ch"|"mz3SeF-cR8UYW-70Xhx0"
"ruo.coffin@edu.tbz.ch"|"H8Ahlu-q78kSH-cB6hg#"
"melodie.mustill@edu.tbz.ch"|"GkPoTP-AYXO#E-398vIM"
"ruo.stanesby@edu.tbz.ch"|"2wDXgc-k@3fQs-eheC8X"
